,Salinity,t(°C) in,P in (dbar),Total P (μmol/kgW),Total Si (μmol/kgW),TA in (μmol/kgW),TCO2 in (μmol/kgW),pH in,fCO2 in (μatm),pCO2 in (μatm),HCO3 in (μmol/kgW),CO3 in (μmol/kgW),CO2 in (μmol/kgW),B Alk in (μmol/kgW),OH in (μmol/kgW),P Alk in (μmol/kgW),Si Alk in (μmol/kgW) ,Revelle in,ΩCa in,ΩAr in,xCO2 in (dry at 1 atm) (ppm),t(°C) out,P out (dbar),pH out,fCO2 out (μatm),pCO2 out (μatm),HCO3 out (μmol/kgW),CO3 out (μmol/kgW),CO2 out (μmol/kgW),B Alk out (μmol/kgW),OH out (μmol/kgW),P Alk out (μmol/kgW),Si Alk out (μmol/kgW),Revelle out,ΩCa out,ΩAr out,xCO2 out (dry at 1 atm) (ppm)
0,35.532,25.0,0.0,0.3,0.0,2226.38,2024.2199999999998,7.8666817187664,628.3189794805984,630.3294527465356,1857.7933698166426,148.6367677906131,17.78986239274412,66.52919440325098,4.469782216022295,0.3280187881710469,0.0,11.499332959014511,3.5622597575964243,2.3499633279658707,650.2575240208188,25.0,2.0,7.866612297584129,628.3068259069333,630.3172602842873,1857.7973441825304,148.63313753402312,17.789518283446288,66.5325380168135,4.46972607198904,0.328019670953362,0.0,11.499364045151202,3.5611526628164625,2.349286066125363,650.2449460898991
0,35.532,25.0,0.0,0.3,0.0,2226.38,2027.8342801643614,7.859000205993652,641.3981404250995,643.4504639363398,1863.2168958069135,146.4572061203412,18.160178237106745,65.54396659534939,4.391418736103871,0.3274554817122336,0.0,11.598825755768345,3.510023928315295,2.3155042229119025,663.7933602597172,25.0,2.0,7.858930750085777,641.3857701488886,643.4380540781483,1863.2208382100496,146.45361396209447,18.15982799221731,65.54726539640376,4.391363225250958,0.3274563503669361,0.0,11.59885810848996,3.508932705002087,2.3148366530047415,663.7805580598106
