,u_TAlk_,u_TCO2_,u_pCO2in_,u_fCO2in_,u_HCO3in_,u_CO3in_,u_CO2in_,u_OmegaCAin_,u_OmegaARin_,u_xCO2in_,u_pCO2out_,u_fCO2out_,u_HCO3out_,u_CO3out_,u_CO2out_,u_OmegaCAout_,u_OmegaARout_,u_xCO2out_
1326,8.138401290400141,1.999999998880401,2.000000000283942,1.9935426723945349,7.09290138210122,6.928553959870881,0.07972631673882134,0.2970183999358285,0.1944761585241965,2.0595295988338576,9.835147559894319,9.798247038706872,5.72980217624635,5.6939183242299505,0.40481584033335016,0.200913109666105,0.13031466638219702,9.970550561460662
1327,10.642258527922193,1.999999998880401,11.215629180855727,11.179417686080775,8.777871056375382,8.781207394395993,0.32529322837462143,0.34271182052782,0.22439444592275054,11.549460134924407,10.13380864871802,10.095787580078964,7.478812899579364,7.529834483001452,0.41775102742358194,0.2332612691654793,0.1512960753683946,10.273323394195852
1328,1.999999996634735,6.057765495763386,2.0064782434636994,2.000000000003234,10.892848054282465,5.261156554194097,0.08044497518505261,0.2518009907258423,0.1648695459110809,2.06620066611872,9.84720892267224,9.810263148398008,9.418658509301483,4.223939567829393,0.4052212053302058,0.17061468630536064,0.11066274204534157,9.982777976126606
1329,1.999999996634735,6.091377047005781,2.000000000283942,1.9935426723945349,10.958822332354467,5.295636140274507,0.07972631533596594,0.25413605633806213,0.16639845647471208,2.0595295988338576,9.702888559720133,9.666484261497448,9.482698105732645,4.254489537382761,0.39928836023183767,0.17230424106748887,0.11175860760290172,9.836470717708359
1330,1.999999996634735,8.978780779318443,11.377023890425916,11.340291306493468,15.564577883327217,7.1645814378083985,0.33059790596805044,0.30255846209524573,0.19810357733182665,11.715658725736356,9.960446937637265,9.923076305346052,14.212265716225476,6.040807285501385,0.41081822993616635,0.2059409956168278,0.13357581439675842,10.097574967980544
1331,1.999999996634735,1.999999998880401,25.27835369585199,25.196738393253295,3.707113783991359,2.418134827733928,0.733279330835158,0.14609321224191454,0.09565618069803485,26.030758826161694,15.521589130220077,15.46335363108807,3.6619137485212554,2.3956560409648455,0.6361949157886522,0.10196706418234862,0.06613706660614903,15.735278832874908
1332,62.09781943592002,53.158165705150765,2.0064782434636994,2.000000000003234,45.86468132756851,8.898153719260838,0.08044497519146791,0.2728185577365937,0.17863104970217997,2.06620066611872,9.522025869600295,9.486300150709472,45.994965283955565,8.169454472212005,0.39162150101914023,0.18718944405272514,0.1214133407385464,9.653118044444158
1333,61.16969376563677,52.3489875116718,2.000000000283942,1.9935426723945349,45.16803177895077,8.76065933518501,0.07972631693056328,0.26859470990017714,0.17586543735281876,2.0595295988338576,9.358446128521253,9.323334144955993,45.300304214230444,8.03967365594376,0.384882232303369,0.18421123294341385,0.11948163694025758,9.487286259174596
1334,8.063653719869926,1.999999998880401,2.0064782434636994,2.000000000003234,7.024182585507694,6.856803622027694,0.0804449753844955,0.2934520224252299,0.19214103253555923,2.06620066611872,9.979226502003998,9.941785410605632,5.667975529850732,5.629851846023579,0.4107386343374942,0.19836411617336103,0.1286613584803258,10.116613075403311
1335,8.138401290021319,1.999999998880401,2.000000000283942,1.9935426723945349,7.0929013815106625,6.928553960347268,0.07972631693056331,0.29701839994029916,0.19447615852804503,2.0595295988338576,9.835147558526533,9.798247037388075,5.729802176060502,5.693918322584297,0.4048158402587037,0.2009131096569049,0.13031466637729833,9.970550560125584
1336,8.607668842079818,1.999999998880401,15.313539542575148,15.264097273367275,6.883332461409941,6.871163460457039,0.44393063199074023,0.26320988435272796,0.17233965334442783,15.769343977031568,13.71902557307754,13.667553117740104,5.784009009005995,5.821212469317307,0.5653389941297051,0.17708797369293594,0.11486139804897884,13.907898920523149
1337,1.999999996634735,6.0577654928428935,2.0064782434636994,2.000000000003234,10.892848053310434,5.261156553067582,0.08044497812917363,0.2518009907095266,0.16486954590036046,2.06620066611872,9.84720892414243,9.810263149863408,9.418658506434372,4.223939570540805,0.40522120453526383,0.17061468633405072,0.11066274206353624,9.982777977580382
1338,1.999999996634735,6.091377046995305,2.000000000283942,1.9935426723945349,10.958822330743468,5.295636140034857,0.07972631593141245,0.2541360563341166,0.16639845647175514,2.0595295988338576,9.702888560872593,9.666484262653263,9.482698104448199,4.25448954155666,0.3992883596904561,0.17230424110797377,0.11175860763013719,9.836470718824712
1339,1.999999996634735,7.68318031944192,15.85844340784899,15.80724182738941,13.03259796968699,5.976297632670578,0.46049071335645037,0.2429925419791056,0.1591021178704001,16.330466796575188,13.893022928205026,13.840897651683838,11.818201900265219,5.00389481056615,0.5728012858190857,0.16361280386167681,0.10612123910229782,14.084291741842527
1340,1.999999996634735,1.999999998880401,25.278353954145405,25.196738650443688,3.7071137850138713,2.418134830575135,0.7332793419518572,0.14609321216834326,0.0956561806494641,26.030759092001396,15.521589238953315,15.463353739466909,3.6619137550153957,2.39565604266463,0.6361949160067002,0.10196706410504526,0.06613706655655847,15.735278943185408
1341,62.09781943592002,53.158165705150765,2.0064782434636994,2.000000000003234,45.86468132756851,8.898153719260838,0.08044497519146791,0.2728185577365937,0.17863104970217997,2.06620066611872,9.522025869600295,9.486300150709472,45.99496528395557,8.169454472212005,0.39162150101914023,0.18718944405272514,0.1214133407385464,9.653118044444158
1342,61.16969376563677,52.3489875116718,2.000000000283942,1.9935426723945349,45.16803177895077,8.76065933518501,0.07972631693056328,0.26859470990017714,0.17586543735281876,2.0595295988338576,9.358446128521253,9.323334144955993,45.300304214230444,8.03967365594376,0.384882232303369,0.18421123294341385,0.11948163694025758,9.487286259174596
1343,8.063653719869926,1.999999998880401,2.0064782434636994,2.000000000003234,7.024182585507694,6.856803622027694,0.0804449753844955,0.2934520224252299,0.19214103253555923,2.06620066611872,9.979226502003998,9.941785410605632,5.667975529850732,5.629851846023579,0.4107386343374942,0.19836411617336103,0.1286613584803258,10.116613075403311
1344,8.138401290021319,1.999999998880401,2.000000000283942,1.9935426723945349,7.0929013815106625,6.928553960347268,0.07972631693056331,0.29701839994029916,0.19447615852804503,2.0595295988338576,9.835147558526533,9.798247037388075,5.729802176060502,5.693918322584297,0.4048158402587037,0.2009131096569049,0.13031466637729833,9.970550560125584
