dTAlk_dK0,dTCO2_dK0,dHin_dK0,dpCO2in_dK0,dfCO2in_dK0,dHCO3in_dK0,dCO3in_dK0,dCO2in_dK0,dRFin_dK0,dOmegaCAin_dK0,dOmegaARin_dK0,dxCO2in_dK0,dHout_dK0,dpCO2out_dK0,dfCO2out_dK0,dHCO3out_dK0,dCO3out_dK0,dCO2out_dK0,dRFout_dK0,dOmegaCAout_dK0,dOmegaARout_dK0,dxCO2out_dK0
0,0,0,-28094.6311717986,-28094.6311717986,0,0,0,-1.18075484030723e-07,0,0,-28930.8622363231,0,-11711.722050112,-11711.722050112,0,0,0,-3.31760762652694e-08,0,0,-11872.9603345061
64651.2167139088,59751.0410792665,0,0,0,54040.8654446163,5305.17563464878,404.999999999976,95.420946972216,117.543881615171,81.0657893443491,0,-6.05439226623627,2101.89769123094,2101.89769123094,54271.9430365771,5156.92186717712,322.176175521621,99.9598340477907,89.4040421457008,62.9301882729138,2130.83505639886
63853.0535446026,59013.3739054429,0,0,0,53373.6942662833,5239.67963915841,399.999999999982,95.8748952841237,116.092722582878,80.0649771302205,0,-6.0835440954483,2075.67962539954,2075.67962539954,53602.8622317551,5092.24038902419,318.27128467129,100.424790934587,88.2826783267754,62.1408767993632,2104.25603972365
-8824.80675087503,0,208.993203929531,0,0,5644.7812553482,-6049.7812553476,404.999999999976,129.354442695148,-134.041702037523,-92.443742978539,0,177.636724698589,2517.19662953069,2517.19662953069,5646.94264520473,-5984.05730724745,337.114662048123,137.808781995469,-103.743846713013,-73.0237654709861,2551.85152180815
-8880.90839562076,0,206.429842155262,0,0,5697.95323549309,-6097.95323549508,399.999999999982,127.980257803466,-135.109022315211,-93.179835402958,0,175.368297072588,2483.72215531552,2483.72215531552,5700.04789690034,-6032.82661052371,332.778713628729,136.193576371291,-104.589345822333,-73.6188998391517,2517.91619591176
0,0,0,-16449.3873233825,-16449.3873233825,0,0,0,-1.25938475334538e-07,0,0,-16939.0000393535,0,-6715.26374475123,-6715.26374475123,0,0,2.61228946970625e-11,-1.74762165523348e-08,0,0,-6807.71450483816
0,6731.93594665169,200.023527959323,0,0,10580.608523041,-4253.67257623739,404.999999999976,128.835472828643,-94.2463021328584,-64.9982863438236,0,170.219791541154,2489.55974715707,2489.55974715707,10600.1693394379,-4204.98816700722,336.754774220427,137.506065707276,-72.900646740083,-51.3136913551893,2523.83415537886
0,6755.29460022183,197.706192746048,0,0,10627.7626078863,-4272.46800750889,399.999999999982,127.622017349511,-94.6627422472639,-65.2854901193372,0,168.167852384826,2456.49922095147,2456.49922095147,10646.9905495066,-4224.13505633761,332.439107052065,136.061736916826,-73.2325907455814,-51.547341850853,2490.31847642096
0,0,0,-15652.7181046521,-15652.7181046521,0,0,0,1.46209841619459e-07,0,0,-16118.6181210411,0,-6398.70250017542,-6398.70250017542,0,0,0,-2.56004368031213e-09,0,0,-6486.795080333
0,0,0,-28094.6311717986,-28094.6311717986,0,0,0,-1.18075484030723e-07,0,0,-28930.8622363231,0,-11711.722050112,-11711.722050112,0,0,0,-3.31760762652694e-08,0,0,-11872.9603345061
58193.096626931,54174.6359614174,0,0,0,49346.1752959025,4423.46066551422,404.999999999976,103.630798649762,98.0082041772036,67.5927349401238,0,-5.9732005571679,2110.80397838301,2110.80397838301,49571.5572704231,4279.16794201621,323.910748978881,109.242912352095,74.1866797462093,52.2189110438997,2139.86395869249
57474.6633352494,53505.8132952298,0,0,0,48736.9632552205,4368.85004001443,399.999999999982,104.067114887333,96.7982263478743,66.7582567309993,0,-5.99838108247982,2084.61038673345,2084.61038673345,48960.4151474857,4225.4064585644,319.99168918196,109.683742258765,73.2546326731456,51.5628568389708,2113.30975314183
-8824.80675087503,0,190.83734488542,0,0,5644.78125534151,-6049.78125534844,404.999999999976,129.354450175831,-134.041702037536,-92.4437429785456,0,155.761066262844,2517.19662839759,2517.19662839759,5646.94264500411,-5984.05730698204,337.114661978009,137.808789810499,-103.743846708409,-73.0237654677469,2551.85152065916
-8880.90839561407,0,188.496669945444,0,0,5697.95323547637,-6097.95323548296,399.999999999982,127.980264746461,-135.10902231495,-93.1798354027882,0,153.771991614678,2483.72215421334,2483.72215421334,5700.04789670306,-6032.8266102583,332.778713560548,136.193576077382,-104.589345817735,-73.6188998359255,2517.91619479496
0,0,0,-18142.5864751194,-18142.5864751194,0,0,0,2.0613576205452e-07,0,0,-18682.5969243952,0,-7429.09537131411,-7429.09537131411,0,0,2.61228946970625e-11,-7.20991893638925e-08,0,0,-7531.37363467715
0,6731.93594663497,182.646891251333,0,0,10580.608523031,-4253.67257623739,404.999999999976,128.835466088492,-94.2463021328584,-64.9982863438105,0,149.257515718495,2489.55974605071,2489.55974605071,10600.1693392975,-4204.98816680534,336.754774146265,137.506059705071,-72.9006467365825,-51.3136913527142,2523.83415425746
0,6755.29460019173,180.530869816215,0,0,10627.7626078495,-4272.46800751098,399.999999999982,127.62201799331,-94.6627422473161,-65.2854901193633,0,147.458269355432,2456.49921985974,2456.49921985974,10646.9905493427,-4224.13505612946,332.439106979156,136.06173698229,-73.2325907419764,-51.5473418483125,2490.31847531502
0,0,0,-17439.1065807092,-17439.1065807092,0,0,0,-2.93987056920741e-07,0,0,-17958.1780919608,0,-7148.59546804171,-7148.59546804171,0,0,0,-1.88346070765821e-07,0,0,-7247.01201721867
0,0,0,-28094.6311687641,-28094.6311687641,0,0,0,1.29647926381521e-07,0,0,-28930.8622332,0,-11711.7220506144,-11711.7220506144,0,0,0,-9.40685438041221e-08,0,0,-11872.9603350143
58193.096626931,54174.6359614174,0,0,0,49346.1752959025,4423.46066551422,404.999999999976,103.630798649762,98.0082041772036,67.5927349401238,0,-5.9732005571679,2110.80397838301,2110.80397838301,49571.5572704231,4279.16794201621,323.910748978881,109.242912352095,74.1866797462093,52.2189110438997,2139.86395869249
57474.6633352494,53505.8132952298,0,0,0,48736.9632552205,4368.85004001443,399.999999999982,104.067114887333,96.7982263478743,66.7582567309993,0,-5.99838108247982,2084.61038673345,2084.61038673345,48960.4151474857,4225.4064585644,319.99168918196,109.683742258765,73.2546326731456,51.5628568389708,2113.30975314183
-8824.80675087503,0,190.83734488542,0,0,5644.78125534151,-6049.78125534844,404.999999999976,129.354450175831,-134.041702037536,-92.4437429785456,0,155.761066262844,2517.19662839759,2517.19662839759,5646.94264500411,-5984.05730698204,337.114661978009,137.808789810499,-103.743846708409,-73.0237654677469,2551.85152065916
-8880.90839561407,0,188.496669945444,0,0,5697.95323547637,-6097.95323548296,399.999999999982,127.980264746461,-135.10902231495,-93.1798354027882,0,153.771991614678,2483.72215421334,2483.72215421334,5700.04789670306,-6032.8266102583,332.778713560548,136.193576077382,-104.589345817735,-73.6188998359255,2517.91619479496
0,0,0,-18142.5864751194,-18142.5864751194,0,0,0,2.0613576205452e-07,0,0,-18682.5969243952,0,-7429.09537131411,-7429.09537131411,0,0,2.61228946970625e-11,-7.20991893638925e-08,0,0,-7531.37363467715
0,6731.93594663497,182.646891251333,0,0,10580.608523031,-4253.67257623739,404.999999999976,128.835466088492,-94.2463021328584,-64.9982863438105,0,149.257515718495,2489.55974605071,2489.55974605071,10600.1693392975,-4204.98816680534,336.754774146265,137.506059705071,-72.9006467365825,-51.3136913527142,2523.83415425746
0,6755.29460019173,180.530869816215,0,0,10627.7626078495,-4272.46800751098,399.999999999982,127.62201799331,-94.6627422473161,-65.2854901193633,0,147.458269355432,2456.49921985974,2456.49921985974,10646.9905493427,-4224.13505612946,332.439106979156,136.06173698229,-73.2325907419764,-51.5473418483125,2490.31847531502
0,0,0,-17439.1065807092,-17439.1065807092,0,0,0,-2.93987056920741e-07,0,0,-17958.1780919608,0,-7148.59546804171,-7148.59546804171,0,0,0,-1.88346070765821e-07,0,0,-7247.01201721867
0,0,0,-28094.6311687641,-28094.6311687641,0,0,0,1.29647926381521e-07,0,0,-28930.8622332,0,-11711.7220506144,-11711.7220506144,0,0,0,-9.40685438041221e-08,0,0,-11872.9603350143
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
22667.6261561686,22943.2685594388,0,0,0,22408.9109627126,129.35759672753,405.000000000002,68.0798799707648,0,0,0,7.34358787008873,2582.32003595621,2572.63142126158,22425.6119692491,121.281749302515,396.374840887059,17.3300990458484,0,0,2618.52650776842
22315.4963106889,22586.8567518282,0,0,0,22060.8001239217,127.348093384171,398.708534522546,69.0231681421029,0,0,0,7.44997697449074,2544.70918475433,2535.16168233064,22077.2571198107,119.398530044958,390.201101971123,17.6720099940297,0,0,2580.38831827889
-1366.74878202778,0,85.9368895185688,0,0,468.981637321603,-873.981637319959,405.000000000002,438.578756529228,0,0,0,81.9255801773627,2655.44122526297,2645.47826694685,542.698260319947,-932.221095836043,389.522835519178,521.170453428882,0,0,2692.6729225477
-1374.76946923364,0,84.5846312278464,0,0,488.243942460459,-886.952476984416,398.708534522546,450.707855998753,0,0,0,80.5097603099847,2606.61835524529,2596.8385756109,563.337678606919,-946.203635470939,382.865956862766,534.27684777517,0,0,2643.16551155897
0,0,0,-30370.4907056231,-30272.4346049237,0,0,0,2.23089520712914e-07,0,0,-31291.3850077186,0,-14283.1015733657,-14229.5127594858,0,0,0,6.6038677794174e-08,0,0,-14483.3636273765
0,1429.93971167016,79.1908963693646,0,0,1959.10531853957,-934.165606859406,405.000000000002,471.542448298625,0,0,0,75.1960478750205,2621.4444639792,2611.60905822066,2038.39726282909,-995.964925433203,387.5073742801,553.176573854335,0,0,2658.19949580044
0,1437.87443918801,77.9630551843843,0,0,1986.21647886659,-947.050574197305,398.708534522546,481.540780292173,0,0,0,73.9195723360322,2573.52405213391,2563.86843911868,2066.7552375859,-1009.79805343105,380.917255036587,563.585221069056,0,0,2609.60719626603
0,0,0,-32918.3392396965,-32812.056992939,0,0,0,-5.12008736062425e-08,0,0,-33916.4894287779,0,-15497.4118354888,-15439.2670471014,0,0,0,-4.82751094001715e-08,0,0,-15714.6996220427
0,0,0,-2368.65600524079,-2361.00841159391,0,0,0,1.4628821030355e-09,0,0,-2440.47841469724,0,-1001.05840420514,-997.302530018311,0,0,0,-8.85566130230419e-08,0,0,-1015.0941520558
83422.5603173843,75676.3769537924,0,0,0,67120.193590199,8151.18336358806,404.999999999976,76.0987052684204,198.871701286407,130.213515581133,0,-4.19263443826753,2166.23331850276,2158.10582087737,67334.9103409965,8016.58738016103,324.879232643258,78.1755987336025,144.528728632093,93.743091719644,2196.05640876896
82126.6340006546,74500.7835882113,0,0,0,66077.5161067156,8024.55894696617,398.708534522572,76.6860722779604,195.782332291182,128.190715981227,0,-4.22573848068985,2131.99770330164,2123.99865438872,66290.0326270935,7890.86129467787,319.889666432522,78.78178606063,142.262049504287,92.27289606105,2161.34946306359
-8762.19852814836,0,259.556835020442,0,0,5629.18914499064,-6034.18914499129,404.999999999976,132.123812528081,-147.22150240284,-96.3949585235445,0,203.813965939022,2547.58278866435,2538.02450475818,5646.20649908968,-5987.51742768358,341.310928595984,140.152211438437,-107.947214999137,-70.0158769285511,2582.65601499625
-8833.26498064086,0,255.550790394821,0,0,5696.15679961209,-6094.86533413584,398.708534522572,130.368426400306,-148.701873586307,-97.3642484472351,0,200.547974076367,2505.13791823938,2495.73888337634,5713.11863083512,-6048.92086481148,335.802233979574,138.104228770174,-109.05423975679,-70.7339066543718,2539.62679514242
0,0,0,-13029.8474442349,-12987.7784488582,0,0,0,-1.74709919733954e-07,0,0,-13417.678241238,0,-5364.1348548188,-5344.00914032401,0,0,0,1.40541173470196e-08,0,0,-5437.98427658176
0,6702.60292163421,248.096384984307,0,0,10562.1073625022,-4264.50444074496,404.999999999976,131.295383028937,-104.044923963189,-68.1246011372277,0,195.043940395751,2523.20130974143,2513.73450278227,10592.8537228458,-4231.23452718578,340.983725977024,139.514229791056,-76.2837000032911,-49.4785358855955,2557.9388699931
0,6732.47003060303,244.476341009789,0,0,10622.0788334814,-4288.31733727468,398.708534522572,129.746065061632,-104.625908469863,-68.505007372119,0,192.090520330913,2481.22859810832,2471.91926869849,10652.4418445166,-4255.46989514245,335.498081223782,137.685600141445,-76.7206324226084,-49.7619355684604,2515.38830926279
0,0,0,-12104.2152257992,-12065.1347855593,0,0,0,1.27218497174694e-08,0,0,-12464.4947653887,0,-4991.66843982542,-4972.94018324953,0,0,0,2.90747817978306e-08,0,0,-5060.39002082429
0,0,0,-27613.1554118856,-27524.0018195408,0,0,0,1.13817452195101e-07,0,0,-28435.0554469417,0,-11650.7310999957,-11607.0186852029,0,0,0,1.07547957467806e-07,0,0,-11811.1297063208
83422.5603173843,75676.3769537924,0,0,0,67120.193590199,8151.18336358806,404.999999999976,76.0987052684204,198.871701286407,130.213515581133,0,-4.19263443826753,2166.23331850276,2158.10582087737,67334.9103409965,8016.58738016103,324.879232643258,78.1755987336025,144.528728632093,93.743091719644,2196.05640876896
82126.6340006546,74500.7835882113,0,0,0,66077.5161067156,8024.55894696617,398.708534522572,76.6860722779604,195.782332291182,128.190715981227,0,-4.22573848068985,2131.99770330164,2123.99865438872,66290.0326270935,7890.86129467787,319.889666432522,78.78178606063,142.262049504287,92.27289606105,2161.34946306359
