dTAlk_dK0,dTCO2_dK0,dHin_dK0,dpCO2in_dK0,dfCO2in_dK0,dHCO3in_dK0,dCO3in_dK0,dCO2in_dK0,dRFin_dK0,dOmegaCAin_dK0,dOmegaARin_dK0,dxCO2in_dK0,dHout_dK0,dpCO2out_dK0,dfCO2out_dK0,dHCO3out_dK0,dCO3out_dK0,dCO2out_dK0,dRFout_dK0,dOmegaCAout_dK0,dOmegaARout_dK0,dxCO2out_dK0
-8637.76548693723,0,274.195472585676,0,0,5545.68951721488,-5950.68951721177,404.999999999976,135.821484332672,-145.184287400735,-95.0610687559038,0,211.38658672906,2597.9541990646,2588.20692650458,5528.51964015885,-5877.51860826181,348.998968104344,143.10477057089,-105.9640781894,-68.7295902670144,2633.72090153566
-8708.59195566374,0,269.961137107219,0,0,5612.32695881967,-6011.0354933455,398.708534522572,134.038404353945,-146.656602082436,-96.0250835931483,0,208.007687408656,2555.0082735493,2545.42212994208,5595.16337938248,-5938.54830775635,343.384928377338,141.055395867591,-107.064364939667,-69.4432496392659,2590.18372843781
0,0,0,-12287.8066852491,-12248.13348993,0,0,0,-2.25989162024288e-07,0,0,-12653.5507878232,0,-5172.50324436242,-5153.09651311171,0,0,0,-4.12741736213588e-08,0,0,-5243.71442454368
0,6642.20567822373,261.802433785472,0,0,10473.5507165368,-4236.34503819289,404.999999999976,134.660124895583,-103.35789386669,-67.6747603424112,0,201.961731992737,2569.67071514889,2560.02955948108,10473.8538566113,-4180.1883230669,348.540144691826,142.100512753592,-75.3634027953933,-48.8816199202661,2605.04803163495
0,6672.4855566115,257.976051702524,0,0,10534.2518344019,-4260.47481219046,398.708534522572,133.083577318704,-103.946609516005,-68.0602286311439,0,198.909184096479,2527.22962677071,2517.74770595649,10534.2864663953,-4204.75286070352,342.951950919895,140.270019127426,-75.8062697194022,-49.1688687950699,2562.02264589689
0,0,0,-11368.9833057619,-11332.2766821281,0,0,0,-6.6456644109327e-08,0,0,-11707.3788146484,0,-4796.04932512538,-4778.05501252249,0,0,0,1.55169994500551e-08,0,0,-4862.07776754768
0,0,0,-27017.599358024,-26930.3686158885,0,0,0,2.05064723371941e-08,0,0,-27821.7727865307,0,-11639.5702174125,-11595.8996771719,0,0,0,1.09481051675389e-07,0,0,-11799.8151690014
61990.3719288472,57551.3820667097,0,0,0,52302.3922045708,4843.98986213651,404.999999999976,98.9589736653235,118.183147394346,77.3817642485865,0,-6.1276134200692,2192.63720029182,2184.41063785904,52504.4683375848,4711.93982376029,334.973905359839,103.321364719414,84.9501963646422,55.0997308617041,2222.82379957719
61027.3835710152,56657.3511199221,0,0,0,51489.9015997798,4768.74098561724,398.708534522572,99.5441681920163,116.347233340426,76.1796785736578,0,-6.16427164952771,2158.24282202829,2150.145303971,51689.9378166981,4637.54672902058,329.866574205372,103.915920649002,83.6089848376066,54.2298047481607,2187.95590507839
-8637.76548693723,0,202.180596425601,0,0,5545.68951721154,-5950.68951721303,404.999999999976,135.821478212208,-145.184287400761,-95.0610687559168,0,171.404863797376,2597.95419790558,2588.20692534932,5528.51963963054,-5877.51860767833,348.998968046795,143.104757112401,-105.964078178886,-68.7295902601963,2633.72090036159
-8708.59195567712,0,199.058369554662,0,0,5612.32695883973,-6011.03549335679,398.708534522572,134.038396231867,-146.656602082697,-96.025083593305,0,168.665050517034,2555.00827244044,2545.42212883823,5595.16337885083,-5938.5483071783,343.384928322558,141.055402273265,-107.064364929257,-69.4432496325131,2590.1837273139
0,0,0,-17133.4138543771,-17078.0958231183,0,0,-2.61228946970625e-11,1.40018715576255e-07,0,0,-17643.3864829114,0,-7269.80588124975,-7242.53027361666,0,0,0,3.62402918132348e-07,0,0,-7369.89116530604
0,6642.2056782137,193.042473347145,0,0,10473.55071652,-4236.34503818829,404.999999999976,134.660124088046,-103.357893866585,-67.6747603423328,0,163.76262892945,2569.67071383397,2560.02955817118,10473.8538560194,-4180.18832243911,348.540144626414,142.100519352366,-75.3634027840886,-48.8816199129321,2605.04803030206
0,6672.48555660816,190.221054728252,0,0,10534.2518344019,-4260.4748121959,398.708534522572,133.083577470844,-103.946609516135,-68.0602286312353,0,161.287440866024,2527.22962549591,2517.74770468629,10534.2864658202,-4204.75286007072,342.95195085686,140.270025983484,-75.8062697079995,-49.1688687876706,2562.02264460495
0,0,0,-16441.8307407484,-16388.745598779,0,0,0,-9.92669998488375e-10,0,0,-16931.2185365522,0,-6984.1275165258,-6957.92374644936,0,0,0,1.77113226046084e-08,0,0,-7080.27979318782
0,0,0,-27017.5993512262,-26930.3686091141,0,0,0,3.17915628463251e-08,0,0,-27821.7727795322,0,-11639.5702185536,-11595.8996783079,0,0,0,-3.12168591629897e-08,0,0,-11799.8151701575
61990.3719288472,57551.3820667097,0,0,0,52302.3922045708,4843.98986213651,404.999999999976,98.9589736653235,118.183147394346,77.3817642485865,0,-6.1276134200692,2192.63720029182,2184.41063785904,52504.4683375848,4711.93982376029,334.973905359839,103.321364719414,84.9501963646422,55.0997308617041,2222.82379957719
61027.3835710152,56657.3511199221,0,0,0,51489.9015997798,4768.74098561724,398.708534522572,99.5441681920163,116.347233340426,76.1796785736578,0,-6.16427164952771,2158.24282202829,2150.145303971,51689.9378166981,4637.54672902058,329.866574205372,103.915920649002,83.6089848376066,54.2298047481607,2187.95590507839
-8637.76548693723,0,202.180596425601,0,0,5545.68951721154,-5950.68951721303,404.999999999976,135.821478212208,-145.184287400761,-95.0610687559168,0,171.404863797376,2597.95419790558,2588.20692534932,5528.51963963054,-5877.51860767833,348.998968046795,143.104757112401,-105.964078178886,-68.7295902601963,2633.72090036159
-8708.59195567712,0,199.058369554662,0,0,5612.32695883973,-6011.03549335679,398.708534522572,134.038396231867,-146.656602082697,-96.025083593305,0,168.665050517034,2555.00827244044,2545.42212883823,5595.16337885083,-5938.5483071783,343.384928322558,141.055402273265,-107.064364929257,-69.4432496325131,2590.1837273139
0,0,0,-17133.4138543771,-17078.0958231183,0,0,-2.61228946970625e-11,1.40018715576255e-07,0,0,-17643.3864829114,0,-7269.80588124975,-7242.53027361666,0,0,0,3.62402918132348e-07,0,0,-7369.89116530604
0,6642.2056782137,193.042473347145,0,0,10473.55071652,-4236.34503818829,404.999999999976,134.660124088046,-103.357893866585,-67.6747603423328,0,163.76262892945,2569.67071383397,2560.02955817118,10473.8538560194,-4180.18832243911,348.540144626414,142.100519352366,-75.3634027840886,-48.8816199129321,2605.04803030206
0,6672.48555660816,190.221054728252,0,0,10534.2518344019,-4260.4748121959,398.708534522572,133.083577470844,-103.946609516135,-68.0602286312353,0,161.287440866024,2527.22962549591,2517.74770468629,10534.2864658202,-4204.75286007072,342.95195085686,140.270025983484,-75.8062697079995,-49.1688687876706,2562.02264460495
0,0,0,-16441.8307407484,-16388.745598779,0,0,0,-9.92669998488375e-10,0,0,-16931.2185365522,0,-6984.1275165258,-6957.92374644936,0,0,0,1.77113226046084e-08,0,0,-7080.27979318782
0,0,0,-27017.5993512262,-26930.3686091141,0,0,0,3.17915628463251e-08,0,0,-27821.7727795322,0,-11639.5702185536,-11595.8996783079,0,0,0,-3.12168591629897e-08,0,0,-11799.8151701575
59762.9204865417,55621.5486020118,0,0,0,50670.1767174771,4546.37188453228,404.999999999976,101.857512005075,110.921895757676,72.6273768872256,0,-5.97643208631675,2195.27992126533,2187.04344359947,50870.3820415803,4415.62157014024,335.544990289251,106.553175785183,79.6079605184829,51.6346916985217,2225.50290356923
58834.5344345117,54757.4966197163,0,0,0,49883.0417358684,4475.74634932458,398.708534522572,102.436178883751,109.198781491385,71.4991481603053,0,-6.01067620432856,2160.90270409139,2152.79520641457,50081.1983536798,4345.86619257887,330.432073454342,107.138598079223,78.3503610492672,50.8189973829,2190.65240642008
-8637.76548691048,0,195.871089598346,0,0,5545.68951720485,-5950.68951720049,404.999999999976,135.821470780193,-145.184287400434,-95.0610687557079,0,160.26753273043,2597.95419754947,2588.2069249953,5528.51963946001,-5877.51860749359,348.998968029397,143.104762852332,-105.964078175542,-68.7295902580281,2633.72090000005
-8708.59195566374,0,192.846298940922,0,0,5612.32695882301,-6011.03549334592,398.708534522572,134.03839707851,-146.656602082436,-96.0250835931418,0,157.705743614962,2555.00827214034,2545.42212853855,5595.16337872042,-5938.54830702156,343.38492830759,141.055403527111,-107.064364926409,-69.4432496306714,2590.18372700962
0,0,0,-17727.8711510851,-17670.6338171337,0,0,0,-1.20165315606488e-09,0,0,-18255.5376818811,0,-7529.01416722008,-7500.76603520042,0,0,0,-3.15355584782939e-07,0,0,-7632.66803830016
0,6642.20567824379,187.018142501843,0,0,10473.5507165602,-4236.3450381954,404.999999999976,134.66011844375,-103.357893866755,-67.6747603424438,0,153.121865450663,2569.67071352425,2560.0295578623,10473.8538559325,-4180.18832229575,348.540144610374,142.100519211094,-75.3634027814959,-48.8816199112471,2605.04802998816
0,6672.48555662822,184.284772688164,0,0,10534.2518344153,-4260.47481219381,398.708534522572,133.08357055836,-103.946609516083,-68.0602286311962,0,150.807507063885,2527.22962515945,2517.74770435108,10534.2864656864,-4204.75285990562,342.951950839933,140.270025340391,-75.8062697050085,-49.1688687857375,2562.02264426348
0,0,0,-17070.6284443156,-17015.5131260292,0,0,0,2.04699002846182e-07,0,0,-17578.7322777059,0,-7257.23603541523,-7230.0075886251,0,0,0,-1.84714988402929e-07,0,0,-7357.14826717777
0,0,0,-27017.599350626,-26930.3686085122,0,0,0,-1.82207190512011e-07,0,0,-27821.772778912,0,-11639.5702188721,-11595.8996786256,0,0,0,1.22411884550435e-07,0,0,-11799.8151704801
59762.9204865417,55621.5486020118,0,0,0,50670.1767174771,4546.37188453228,404.999999999976,101.857512005075,110.921895757676,72.6273768872256,0,-5.97643208631675,2195.27992126533,2187.04344359947,50870.3820415803,4415.62157014024,335.544990289251,106.553175785183,79.6079605184829,51.6346916985217,2225.50290356923
58834.5344345117,54757.4966197163,0,0,0,49883.0417358684,4475.74634932458,398.708534522572,102.436178883751,109.198781491385,71.4991481603053,0,-6.01067620432856,2160.90270409139,2152.79520641457,50081.1983536798,4345.86619257887,330.432073454342,107.138598079223,78.3503610492672,50.8189973829,2190.65240642008
-8637.76548691048,0,195.871089598346,0,0,5545.68951720485,-5950.68951720049,404.999999999976,135.821470780193,-145.184287400434,-95.0610687557079,0,160.26753273043,2597.95419754947,2588.2069249953,5528.51963946001,-5877.51860749359,348.998968029397,143.104762852332,-105.964078175542,-68.7295902580281,2633.72090000005
-8708.59195566374,0,192.846298940922,0,0,5612.32695882301,-6011.03549334592,398.708534522572,134.03839707851,-146.656602082436,-96.0250835931418,0,157.705743614962,2555.00827214034,2545.42212853855,5595.16337872042,-5938.54830702156,343.38492830759,141.055403527111,-107.064364926409,-69.4432496306714,2590.18372700962
0,0,0,-17727.8711510851,-17670.6338171337,0,0,0,-1.20165315606488e-09,0,0,-18255.5376818811,0,-7529.01416722008,-7500.76603520042,0,0,0,-3.15355584782939e-07,0,0,-7632.66803830016
0,6642.20567824379,187.018142501843,0,0,10473.5507165602,-4236.3450381954,404.999999999976,134.66011844375,-103.357893866755,-67.6747603424438,0,153.121865450663,2569.67071352425,2560.0295578623,10473.8538559325,-4180.18832229575,348.540144610374,142.100519211094,-75.3634027814959,-48.8816199112471,2605.04802998816
0,6672.48555662822,184.284772688164,0,0,10534.2518344153,-4260.47481219381,398.708534522572,133.08357055836,-103.946609516083,-68.0602286311962,0,150.807507063885,2527.22962515945,2517.74770435108,10534.2864656864,-4204.75285990562,342.951950839933,140.270025340391,-75.8062697050085,-49.1688687857375,2562.02264426348
0,0,0,-17070.6284443156,-17015.5131260292,0,0,0,2.04699002846182e-07,0,0,-17578.7322777059,0,-7257.23603541523,-7230.0075886251,0,0,0,-1.84714988402929e-07,0,0,-7357.14826717777
0,0,0,-27017.599350626,-26930.3686085122,0,0,0,-1.82207190512011e-07,0,0,-27821.772778912,0,-11639.5702188721,-11595.8996786256,0,0,0,1.22411884550435e-07,0,0,-11799.8151704801
87460.6686864367,78400.2893435292,0,0,0,68529.9100006171,9465.37934290979,404.999999999976,67.7806466438113,230.935314454401,151.207532154794,0,-6.21342141086047,2034.04061373354,2026.40909033391,68798.012875715,9286.23135902489,316.045108791156,69.9939362301622,167.418771661455,108.58985210754,2062.04377309363
86102.0124452673,77182.3814081592,0,0,0,67465.3333020086,9318.33957163268,398.708534522572,68.3402402748524,227.34785381633,148.858601368393,0,-6.26641762984234,2001.36325417374,1993.85433306281,67731.2110554085,9139.95329840886,311.21705434117,70.5742284466894,164.781566935185,106.879329037994,2028.91653593524
-9208.28154537102,0,265.551601362154,0,0,6054.11168097322,-6459.11168097889,404.999999999976,121.222725389829,-157.588717060789,-103.183010612733,0,199.582793905169,2520.29379477559,2510.83789653078,6003.02471109578,-6340.50985691329,337.485145819001,128.864210983714,-114.311213118765,-74.1436435330083,2554.99132652199
-9280.85370252815,0,261.465400265451,0,0,6122.50953200627,-6521.21806652751,398.708534522572,119.540560775742,-159.10398202343,-104.175147636472,0,196.391433948542,2478.29190180059,2468.99359059139,6071.21813659967,-6403.25498479404,332.036848191752,126.904213691508,-115.442426829848,-74.8773625083037,2512.41118270308
0,0,0,-12577.1429556811,-12536.5355908509,0,0,0,-1.95791095754483e-07,0,0,-12951.4990943403,0,-5114.27084213732,-5095.08259322063,0,0,0,-9.92669998488375e-09,0,0,-5184.68032188642
0,6896.49451690604,254.70730749809,0,0,10947.1066348372,-4455.6121178002,404.999999999976,121.245135928065,-108.707548660678,-71.1775078593435,0,191.599877148491,2486.54743019932,2477.21814504628,10923.0119336082,-4363.59377389676,337.076357191556,129.182436370827,-78.669966470892,-51.0262973476691,2520.78036708024
0,6925.04918800175,251.014564367831,0,0,11004.4810116158,-4478.14035799442,398.708534522572,119.777021657337,-109.257190259266,-71.5373919675309,0,188.715868790598,2445.12060477826,2435.94674906312,10979.8960433589,-4386.50310187265,331.656246520213,127.447776754565,-79.0829921000148,-51.2941907955647,2478.78320791774
0,0,0,-11525.4553090142,-11488.2434899056,0,0,0,-5.31862136032193e-08,0,0,-11868.5081757076,0,-4702.03512168865,-4684.39354127275,0,0,0,7.21514351532866e-08,0,0,-4766.76924643434
0,0,0,-29565.3953728042,-29469.9386541762,0,0,0,2.39703681740246e-07,0,0,-30445.4034389189,0,-12375.7141535517,-12329.2816725546,0,0,0,3.57099970508844e-08,0,0,-12546.0937877118
87460.6686864367,78400.2893435292,0,0,0,68529.9100006171,9465.37934290979,404.999999999976,67.7806466438113,230.935314454401,151.207532154794,0,-6.21342141086047,2034.04061373354,2026.40909033391,68798.012875715,9286.23135902489,316.045108791156,69.9939362301622,167.418771661455,108.58985210754,2062.04377309363
86102.0124452673,77182.3814081592,0,0,0,67465.3333020086,9318.33957163268,398.708534522572,68.3402402748524,227.34785381633,148.858601368393,0,-6.26641762984234,2001.36325417374,1993.85433306281,67731.2110554085,9139.95329840886,311.21705434117,70.5742284466894,164.781566935185,106.879329037994,2028.91653593524
-9208.28154537102,0,265.551601362154,0,0,6054.11168097322,-6459.11168097889,404.999999999976,121.222725389829,-157.588717060789,-103.183010612733,0,199.582793905169,2520.29379477559,2510.83789653078,6003.02471109578,-6340.50985691329,337.485145819001,128.864210983714,-114.311213118765,-74.1436435330083,2554.99132652199
-9280.85370252815,0,261.465400265451,0,0,6122.50953200627,-6521.21806652751,398.708534522572,119.540560775742,-159.10398202343,-104.175147636472,0,196.391433948542,2478.29190180059,2468.99359059139,6071.21813659967,-6403.25498479404,332.036848191752,126.904213691508,-115.442426829848,-74.8773625083037,2512.41118270308
0,0,0,-12577.1429556811,-12536.5355908509,0,0,0,-1.95791095754483e-07,0,0,-12951.4990943403,0,-5114.27084213732,-5095.08259322063,0,0,0,-9.92669998488375e-09,0,0,-5184.68032188642
0,6896.49451690604,254.70730749809,0,0,10947.1066348372,-4455.6121178002,404.999999999976,121.245135928065,-108.707548660678,-71.1775078593435,0,191.599877148491,2486.54743019932,2477.21814504628,10923.0119336082,-4363.59377389676,337.076357191556,129.182436370827,-78.669966470892,-51.0262973476691,2520.78036708024
0,6925.04918800175,251.014564367831,0,0,11004.4810116158,-4478.14035799442,398.708534522572,119.777021657337,-109.257190259266,-71.5373919675309,0,188.715868790598,2445.12060477826,2435.94674906312,10979.8960433589,-4386.50310187265,331.656246520213,127.447776754565,-79.0829921000148,-51.2941907955647,2478.78320791774
0,0,0,-11525.4553090142,-11488.2434899056,0,0,0,-5.31862136032193e-08,0,0,-11868.5081757076,0,-4702.03512168865,-4684.39354127275,0,0,0,7.21514351532866e-08,0,0,-4766.76924643434
0,0,0,-29565.3953728042,-29469.9386541762,0,0,0,2.39703681740246e-07,0,0,-30445.4034389189,0,-12375.7141535517,-12329.2816725546,0,0,0,3.57099970508844e-08,0,0,-12546.0937877118
89805.2687850783,80324.7650361928,0,0,0,70034.2612872927,9885.50374889531,404.999999999976,66.1708963714895,241.185464848931,157.918935081769,0,-6.09047943554136,2034.65200200103,2027.01818473163,70302.6466024058,9706.37385230124,315.74458147607,68.2229368577288,174.993398808652,113.50284742772,2062.66357849969
88410.19039433,79076.9613665348,0,0,0,68946.3152696904,9731.93756231982,398.708534522572,66.7270466854481,237.438773427334,155.465746123025,0,-6.14339554397759,2001.9371314265,1994.42605718424,69212.4850874052,9553.55798562189,310.918293506562,68.7997613497432,172.238325873176,111.715873603708,2029.49831390284
-9208.28154539108,0,271.380923087819,0,0,6054.11168098994,-6459.11168099101,404.999999999976,121.222731997041,-157.58871706109,-103.183010612922,0,203.184747811617,2520.29379487256,2510.83789662775,6003.02471114928,-6340.50985697222,337.485145823729,128.864211158763,-114.311213119849,-74.1436435337005,2554.99132662021
-9280.85370253484,0,267.205022735512,0,0,6122.50953200627,-6521.21806652751,398.708534522572,119.540574207247,-159.10398202343,-104.175147636472,0,199.935792050289,2478.29190186789,2468.99359065785,6071.21813662977,-6403.25498482915,332.036848195174,126.904213687851,-115.442426830501,-74.8773625087152,2512.41118277037
0,0,0,-12275.8111573183,-12236.1766915254,0,0,0,-5.73658767547493e-08,0,0,-12641.1982154095,0,-4988.95193570092,-4970.23387118473,0,0,0,-8.32014196101441e-08,0,0,-5057.6361178902
0,6896.49451687929,260.298578020901,0,0,10947.1066348138,-4455.61211779143,404.999999999976,121.245142675138,-108.707548660456,-71.1775078591998,0,195.057760026942,2486.54743026535,2477.21814511316,10923.0119336116,-4363.59377393145,337.076357195187,129.182435867073,-78.6699664715125,-51.0262973480806,2520.78036714753
0,6925.04918801178,256.524772726079,0,0,11004.4810116258,-4478.14035799317,398.708534522572,119.777027715915,-109.25719025924,-71.5373919675178,0,192.121702768382,2445.12060487774,2435.94674916218,10979.8960434091,-4386.50310192615,331.656246525098,127.447777258528,-79.0829921009813,-51.2941907961982,2478.78320801847
0,0,0,-11215.3932284124,-11179.1824954871,0,0,0,-1.45504523462638e-08,0,0,-11549.2171594369,0,-4573.51684164021,-4556.35744936491,0,0,0,7.93874769843729e-08,0,0,-4636.48162222838
0,0,0,-29565.3953731587,-29469.9386545306,0,0,0,1.4210854715202e-08,0,0,-30445.4034392834,0,-12375.7141533193,-12329.2816723222,0,0,0,-2.83172178516158e-08,0,0,-12546.0937874761
89805.2687850783,80324.7650361928,0,0,0,70034.2612872927,9885.50374889531,404.999999999976,66.1708963714895,241.185464848931,157.918935081769,0,-6.09047943554136,2034.65200200103,2027.01818473163,70302.6466024058,9706.37385230124,315.74458147607,68.2229368577288,174.993398808652,113.50284742772,2062.66357849969
88410.19039433,79076.9613665348,0,0,0,68946.3152696904,9731.93756231982,398.708534522572,66.7270466854481,237.438773427334,155.465746123025,0,-6.14339554397759,2001.9371314265,1994.42605718424,69212.4850874052,9553.55798562189,310.918293506562,68.7997613497432,172.238325873176,111.715873603708,2029.49831390284
-9208.28154539108,0,271.380923087819,0,0,6054.11168098994,-6459.11168099101,404.999999999976,121.222731997041,-157.58871706109,-103.183010612922,0,203.184747811617,2520.29379487256,2510.83789662775,6003.02471114928,-6340.50985697222,337.485145823729,128.864211158763,-114.311213119849,-74.1436435337005,2554.99132662021
-9280.85370253484,0,267.205022735512,0,0,6122.50953200627,-6521.21806652751,398.708534522572,119.540574207247,-159.10398202343,-104.175147636472,0,199.935792050289,2478.29190186789,2468.99359065785,6071.21813662977,-6403.25498482915,332.036848195174,126.904213687851,-115.442426830501,-74.8773625087152,2512.41118277037
0,0,0,-12275.8111573183,-12236.1766915254,0,0,0,-5.73658767547493e-08,0,0,-12641.1982154095,0,-4988.95193570092,-4970.23387118473,0,0,0,-8.32014196101441e-08,0,0,-5057.6361178902
0,6896.49451687929,260.298578020901,0,0,10947.1066348138,-4455.61211779143,404.999999999976,121.245142675138,-108.707548660456,-71.1775078591998,0,195.057760026942,2486.54743026535,2477.21814511316,10923.0119336116,-4363.59377393145,337.076357195187,129.182435867073,-78.6699664715125,-51.0262973480806,2520.78036714753
0,6925.04918801178,256.524772726079,0,0,11004.4810116258,-4478.14035799317,398.708534522572,119.777027715915,-109.25719025924,-71.5373919675178,0,192.121702768382,2445.12060487774,2435.94674916218,10979.8960434091,-4386.50310192615,331.656246525098,127.447777258528,-79.0829921009813,-51.2941907961982,2478.78320801847
0,0,0,-11215.3932284124,-11179.1824954871,0,0,0,-1.45504523462638e-08,0,0,-11549.2171594369,0,-4573.51684164021,-4556.35744936491,0,0,0,7.93874769843729e-08,0,0,-4636.48162222838
0,0,0,-29565.3953731587,-29469.9386545306,0,0,0,1.4210854715202e-08,0,0,-30445.4034392834,0,-12375.7141533193,-12329.2816723222,0,0,0,-2.83172178516158e-08,0,0,-12546.0937874761
65963.2176519869,60459.3699648603,0,0,0,54145.5222777425,5908.84768712051,404.999999999976,86.4379889663023,144.163434898203,94.3926539317538,0,-7.8710945133179,2037.09365374456,2029.4506756345,54404.8150159443,5734.6025411086,319.952407804227,90.7455009020191,103.387485868101,67.0583811407355,2065.13884509007
64938.5131911565,59520.1649304981,0,0,0,53304.3996007905,5817.05679518261,398.708534522572,87.0072780545908,141.923930518536,92.9263128859978,0,-7.92401538394477,2004.79119614564,1997.26941372844,53561.3406976568,5643.72749177016,315.096741062416,91.3280837642847,101.749125962267,65.9957209736126,2032.3916712637
-9208.28154536433,0,209.812476731914,0,0,6054.11168098325,-6459.11168097805,404.999999999976,121.222718416401,-157.588717060776,-103.18301061272,0,173.76811297839,2520.29379417497,2510.83789593309,6003.0247107915,-6340.50985657975,337.485145788959,128.864211560377,-114.311213112757,-74.1436435291094,2554.99132591301
-9280.85370254153,0,206.583966837743,0,0,6122.50953201965,-6521.21806653963,398.708534522572,119.540567539326,-159.103982023718,-104.175147636668,0,170.989533791159,2478.29190125933,2468.9935900518,6071.21813632549,-6403.25498448683,332.036848164505,126.904206609304,-115.442426824323,-74.8773625047184,2512.41118215387
0,0,0,-16309.327196319,-16256.669863733,0,0,0,7.21514351532866e-08,0,0,-16794.7710506862,0,-6675.49773763533,-6650.4519166022,0,0,0,4.23190894092413e-08,0,0,-6767.40102889288
0,6896.49451686591,201.24439375906,0,0,10947.1066347904,-4455.61211778767,404.999999999976,121.245142603979,-108.707548660364,-71.177507859141,0,166.817732363998,2486.54742948209,2477.2181443324,10923.0119332304,-4363.59377352226,337.076357155976,129.18244209067,-78.6699664641197,-51.0262973432805,2520.78036635339
0,6925.04918799507,198.326755236057,0,0,11004.4810116024,-4478.14035798941,398.708534522572,119.777022148264,-109.257190259148,-71.5373919674591,0,164.306750930644,2445.12060412289,2435.94674840984,10979.8960430179,-4386.50310151905,331.656246487507,127.447776452323,-79.0829920936408,-51.2941907914373,2478.78320725359
0,0,0,-15406.9996816045,-15357.2556611044,0,0,0,1.32547567692895e-07,0,0,-15865.5859383915,0,-6319.36956132506,-6295.65989872059,0,0,0,-3.12691049523838e-08,0,0,-6406.36994454436
0,0,0,-29565.3953693936,-29469.9386507756,0,0,0,2.48533220147853e-07,0,0,-30445.4034354063,0,-12375.714155237,-12329.2816742331,0,0,0,-1.26983391122421e-07,0,0,-12546.0937894171
65963.2176519869,60459.3699648603,0,0,0,54145.5222777425,5908.84768712051,404.999999999976,86.4379889663023,144.163434898203,94.3926539317538,0,-7.8710945133179,2037.09365374456,2029.4506756345,54404.8150159443,5734.6025411086,319.952407804227,90.7455009020191,103.387485868101,67.0583811407355,2065.13884509007
64938.5131911565,59520.1649304981,0,0,0,53304.3996007905,5817.05679518261,398.708534522572,87.0072780545908,141.923930518536,92.9263128859978,0,-7.92401538394477,2004.79119614564,1997.26941372844,53561.3406976568,5643.72749177016,315.096741062416,91.3280837642847,101.749125962267,65.9957209736126,2032.3916712637
-9208.28154536433,0,209.812476731914,0,0,6054.11168098325,-6459.11168097805,404.999999999976,121.222718416401,-157.588717060776,-103.18301061272,0,173.76811297839,2520.29379417497,2510.83789593309,6003.0247107915,-6340.50985657975,337.485145788959,128.864211560377,-114.311213112757,-74.1436435291094,2554.99132591301
-9280.85370254153,0,206.583966837743,0,0,6122.50953201965,-6521.21806653963,398.708534522572,119.540567539326,-159.103982023718,-104.175147636668,0,170.989533791159,2478.29190125933,2468.9935900518,6071.21813632549,-6403.25498448683,332.036848164505,126.904206609304,-115.442426824323,-74.8773625047184,2512.41118215387
0,0,0,-16309.327196319,-16256.669863733,0,0,0,7.21514351532866e-08,0,0,-16794.7710506862,0,-6675.49773763533,-6650.4519166022,0,0,0,4.23190894092413e-08,0,0,-6767.40102889288
0,6896.49451686591,201.24439375906,0,0,10947.1066347904,-4455.61211778767,404.999999999976,121.245142603979,-108.707548660364,-71.177507859141,0,166.817732363998,2486.54742948209,2477.2181443324,10923.0119332304,-4363.59377352226,337.076357155976,129.18244209067,-78.6699664641197,-51.0262973432805,2520.78036635339
0,6925.04918799507,198.326755236057,0,0,11004.4810116024,-4478.14035798941,398.708534522572,119.777022148264,-109.257190259148,-71.5373919674591,0,164.306750930644,2445.12060412289,2435.94674840984,10979.8960430179,-4386.50310151905,331.656246487507,127.447776452323,-79.0829920936408,-51.2941907914373,2478.78320725359
0,0,0,-15406.9996816045,-15357.2556611044,0,0,0,1.32547567692895e-07,0,0,-15865.5859383915,0,-6319.36956132506,-6295.65989872059,0,0,0,-3.12691049523838e-08,0,0,-6406.36994454436
0,0,0,-29565.3953693936,-29469.9386507756,0,0,0,2.48533220147853e-07,0,0,-30445.4034354063,0,-12375.714155237,-12329.2816742331,0,0,0,-1.26983391122421e-07,0,0,-12546.0937894171
60117.8791116715,55478.3698420552,0,0,0,50028.8605724443,5044.50926961067,404.999999999976,93.0577545659042,123.07539848557,80.5850214720846,0,-7.79620788665343,2042.70799982792,2035.04395723458,50282.8556620028,4873.96965453717,321.544525519775,98.2079800849026,87.8713851862889,56.9944494704508,2070.83048531712
59183.9789610296,54616.5420677265,0,0,0,49251.6881053709,4966.1454278327,398.708534522572,93.6174420295209,121.163485841895,79.3331748533524,0,-7.84373092781585,2010.50009740764,2002.95689574571,49503.2885274862,4796.57832991286,316.675210321376,98.7745494268806,86.4761194423142,56.089463134179,2038.17916843509
-9208.2815453777,0,193.860520745123,0,0,6054.1116809799,-6459.11168097805,404.999999999976,121.222732278776,-157.588717060789,-103.18301061272,0,154.049122631806,2520.29379373987,2510.83789550008,6003.02471058084,-6340.50985634193,337.485145767016,128.864204401711,-114.311213108486,-74.1436435263339,2554.99132547206
-9280.85370252815,0,190.877473124962,0,0,6122.50953200627,-6521.21806652793,398.708534522572,119.54057490094,-159.103982023443,-104.175147636485,0,151.585853170838,2478.29190081712,2468.99358961126,6071.21813608474,-6403.25498423146,332.036848142432,126.904212835383,-115.442426819699,-74.8773625017208,2512.41118170539
0,0,0,-17773.6232994502,-17716.2382472,0,0,0,3.37847397117109e-07,0,0,-18302.6516337714,0,-7292.83991901585,-7265.47788990217,0,0,0,1.48482533458103e-07,0,0,-7393.24231858351
