dTAlk_dKW,dTCO2_dKW,dHin_dKW,dpCO2in_dKW,dfCO2in_dKW,dHCO3in_dKW,dCO3in_dKW,dCO2in_dKW,dRFin_dKW,dOmegaCAin_dKW,dOmegaARin_dKW,dxCO2in_dKW,dHout_dKW,dpCO2out_dKW,dfCO2out_dKW,dHCO3out_dKW,dCO3out_dKW,dCO2out_dKW,dRFout_dKW,dOmegaCAout_dKW,dOmegaARout_dKW,dxCO2out_dKW
0,0,5398832842264,269050135213480,268181462810516,28622747743715.8,-36511686829149.6,7888939085579.4,-2068328275222.91,-890808236381.486,-583266857062.215,277058358548976,5651872902338.71,222148823355405,221315342483821,37817049796565.9,-47016718299374.3,9199668503099.68,-2808538766623.16,-847650776822.771,-549796606321.852,225207203241974
125892541179427,0,0,0,0,0,0,0,-5536143435192.66,0,0,0,833550236870.358,32963636939587.3,32839960566167.9,14851758561742.3,-16216854842856.5,1365096280590.04,-6430294114155.51,-292368972194.425,-189634072312.126,33417455792830.7
125892541179427,0,0,0,0,0,0,0,-5569747618118.95,0,0,0,840722954976.525,32730804052016.2,32608001244763.4,14733083773654.6,-16088537934398.9,1355454161617.94,-6467048322415.27,-290055583871.989,-188133580499.358,33181417434747.6
152295796091434,0,0,0,0,0,0,0,-4909769659219.9,0,0,0,665879763932.8,32368693073611.5,32247248872060.3,21671486585367.6,-23011944937597.1,1340458354253.41,-5735214676359.9,-414875680571.354,-269093413773.902,32814321181811
154484860234736,0,0,0,0,0,0,0,-4899855350676.37,0,0,0,660658818646.5,32111403364947.5,31990924489517.7,22113198068553.6,-23443001491865.9,1329803424855.61,-5725637504648.48,-422647074154.654,-274134034197.692,32553489299496
125892541183155,0,0,0,0,0,0,0,-5061974593602.74,0,0,0,739379091649.749,35965248883940.1,35830310753412.9,16396835393771,-17886234985553.5,1489399594228.62,-5905285136005.92,-322465742578.161,-209155203739.309,36460391699199
0,-119226618227883,382085375761.152,0,0,-97987666732314.8,-21238951463884.8,0,-4989128678350.18,-518185669826.861,-339287979918.984,0,1042790468357.72,33390245720908.3,33264968752597.3,-78879987950876.7,-41729393359679.4,1382763083008.12,-5823660455657.81,-752327129093.433,-487968528702.429,33849937806485.7
0,-120560066590292,381561919772.215,0,0,-98854615510494.8,-21705451049745.2,0,-4983516917225.17,-529567276908.076,-346740217019.622,0,1037817063740.62,33132381146595.5,33008071661194.4,-79396811110737.1,-42535339826868.1,1372084347152.61,-5818441921259.02,-766857304185.697,-497392977038.92,33588523144473.7
0,-116700769014687,0,-27773185630845.5,-27683515354249.8,-105880296907761,-10006122136531.8,-814349970408.01,-5317926677377.95,-244128299390.119,-159845789577.295,-28599848933407,769192086440.296,19397655260725.7,19324877136389.9,-90213569029535.9,-27290499297188.7,803299317279.563,-6180595366764.52,-492012496103.812,-319125290772.284,19664707761581.9
0,0,5398832796136.96,364883325346454,363705239801563,38817907969386.1,-49516814792919.7,10698906821640.8,-2805046895219.11,-1208105959697.57,-791021161830.926,375744004374655,5651872556356.82,273967013492054,272939115788750,46638213241928.2,-57983786301416.6,11345573056954.8,-3463657098489.92,-1045372864785.56,-678041558052.85,277738787705958
125892541179427,0,0,0,0,0,0,0,-5536143435192.66,0,0,0,833550236870.358,32963636939587.3,32839960566167.9,14851758561742.3,-16216854842856.5,1365096280590.04,-6430294114155.51,-292368972194.425,-189634072312.126,33417455792830.7
125892541179427,0,0,0,0,0,0,0,-5569747618118.95,0,0,0,840722954976.525,32730804052016.2,32608001244763.4,14733083773654.6,-16088537934398.9,1355454161617.94,-6467048322415.27,-290055583871.989,-188133580499.358,33181417434747.6
152295796091434,0,0,0,0,0,0,0,-4909769659219.9,0,0,0,665879763932.8,32368693073611.5,32247248872060.3,21671486585367.6,-23011944937597.1,1340458354253.41,-5735214676359.9,-414875680571.354,-269093413773.902,32814321181811
154484860234736,0,0,0,0,0,0,0,-4899855350676.37,0,0,0,660658818646.5,32111403364947.5,31990924489517.7,22113198068553.6,-23443001491865.9,1329803424855.61,-5725637504648.48,-422647074154.654,-274134034197.692,32553489299496
125892541183155,0,0,0,0,0,0,0,-5061974593602.74,0,0,0,739379091649.749,35965248883940.1,35830310753412.9,16396835393771,-17886234985553.5,1489399594228.62,-5905285136005.92,-322465742578.161,-209155203739.309,36460391699199
0,-119226618227883,382085375761.152,0,0,-97987666732314.8,-21238951463884.8,0,-4989128678350.18,-518185669826.861,-339287979918.984,0,1042790468357.72,33390245720908.3,33264968752597.3,-78879987950876.7,-41729393359679.4,1382763083008.12,-5823660455657.81,-752327129093.433,-487968528702.429,33849937806485.7
0,-120560066590292,381561919772.215,0,0,-98854615510494.8,-21705451049745.2,0,-4983516917225.17,-529567276908.076,-346740217019.622,0,1037817063740.62,33132381146595.5,33008071661194.4,-79396811110737.1,-42535339826868.1,1372084347152.61,-5818441921259.02,-766857304185.697,-497392977038.92,33588523144473.7
0,-116700769014687,0,-27773185630845.5,-27683515354249.8,-105880296907761,-10006122136531.8,-814349970408.01,-5317926677377.95,-244128299390.119,-159845789577.295,-28599848933407,769192086440.296,19397655260725.7,19324877136389.9,-90213569029535.9,-27290499297188.7,803299317279.563,-6180595366764.52,-492012496103.812,-319125290772.284,19664707761581.9
0,0,5398832796136.96,364883325346454,363705239801563,38817907969386.1,-49516814792919.7,10698906821640.8,-2805046895219.11,-1208105959697.57,-791021161830.926,375744004374655,5651872556356.82,273967013492054,272939115788750,46638213241928.2,-57983786301416.6,11345573056954.8,-3463657098489.92,-1045372864785.56,-678041558052.85,277738787705958
125892541177564,0,0,0,0,0,0,0,-5821380780469.66,0,0,0,1010422431436.66,41298539027038.1,41143590908119.6,17386551891205.7,-19096814693433.7,1710262800276.93,-6886328429806.24,-344290932994.481,-223311287765.616,41867106617365.7
125892541179427,0,0,0,0,0,0,0,-5855369874034.83,0,0,0,1019350418558.57,41016198410869.1,40862309606801.4,17251288065127.8,-18949858522048.9,1698570458042.26,-6923916600546.13,-341641502803.76,-221592835112.215,41580878945244.5
157201631695823,0,0,0,0,0,0,0,-5067924270929.14,0,0,0,770656932615.438,40065265719881.3,39914944722817.9,26824495717682.7,-28483685970966.6,1659190256094.06,-6040435951368.32,-513524112559.163,-333077986914.642,40616854519493.1
159461211173724,0,0,0,0,0,0,0,-5057691979921.93,0,0,0,764391306419.054,39735197755023.4,39586115140995.5,27363248138544.1,-29008769558680.7,1645521419961.88,-6030978912879.03,-522990692250.526,-339218125669.095,40282242424171.7
125892541179427,0,0,0,0,0,0,0,-5253721014529.65,0,0,0,874977142972.617,45517604529568.9,45346826885768.3,19431595319474.6,-21316578849963.2,1884983527736.75,-6248710034812.5,-384310417121.783,-249268412046.212,46144257077301.4
0,-123067211366553,382085375753.872,0,0,-101144099129461,-21923112202613.5,0,-5149838559600,-534877750477.159,-350217310179.468,0,1144957135666.09,41260530582296.8,41105725067441.7,-77342877272981.3,-47433022876371.3,1708688787458.85,-6133767739043.71,-855156211293.415,-554664722428.8,41828574900066.2
0,-124443613503154,381561919582.931,0,0,-102038974544440,-22404638924002.5,0,-5144047045126.18,-546625988007.507,-357909602752.874,0,1139103751273.24,40931769015488.8,40778196982089.1,-77808711071678.6,-48329976482783.5,1695074052152.49,-6128788723330.33,-871327127695.344,-565153375544.235,41495287188378.5
0,-116995126879866,0,-28810755098828,-28717734860175.9,-106408166562896,-9742187309430.46,-844773007845.193,-5507159742617.35,-237688845662.131,-155629483773.711,-29668301449493.8,906797770977.665,28274210262959.4,28168128164254.8,-87726346261333.1,-30439677486084.1,1170896868483.19,-6523364218070.63,-548788116243.52,-355950648721.098,28663468574692.5
0,0,5398832792045.52,376637146603041,375421111922061,40068331656107.5,-51111877520036.5,11043545860143.3,-2895404869829.86,-1247022129787.29,-816501968237.491,387847675765852,5651872460171.46,293005557837000,291906229359599,49879200843384.2,-62013201651083,12134000806068,-3704353419069.6,-1118018025375.68,-725160093010.032,297039440580029
125892541177564,0,0,0,0,0,0,0,-5821380780469.66,0,0,0,1010422431436.66,41298539027038.1,41143590908119.6,17386551891205.7,-19096814693433.7,1710262800276.93,-6886328429806.24,-344290932994.481,-223311287765.616,41867106617365.7
125892541179427,0,0,0,0,0,0,0,-5855369874034.83,0,0,0,1019350418558.57,41016198410869.1,40862309606801.4,17251288065127.8,-18949858522048.9,1698570458042.26,-6923916600546.13,-341641502803.76,-221592835112.215,41580878945244.5
157201631695823,0,0,0,0,0,0,0,-5067924270929.14,0,0,0,770656932615.438,40065265719881.3,39914944722817.9,26824495717682.7,-28483685970966.6,1659190256094.06,-6040435951368.32,-513524112559.163,-333077986914.642,40616854519493.1
159461211173724,0,0,0,0,0,0,0,-5057691979921.93,0,0,0,764391306419.054,39735197755023.4,39586115140995.5,27363248138544.1,-29008769558680.7,1645521419961.88,-6030978912879.03,-522990692250.526,-339218125669.095,40282242424171.7
125892541179427,0,0,0,0,0,0,0,-5253721014529.65,0,0,0,874977142972.617,45517604529568.9,45346826885768.3,19431595319474.6,-21316578849963.2,1884983527736.75,-6248710034812.5,-384310417121.783,-249268412046.212,46144257077301.4
0,-123067211366553,382085375753.872,0,0,-101144099129461,-21923112202613.5,0,-5149838559600,-534877750477.159,-350217310179.468,0,1144957135666.09,41260530582296.8,41105725067441.7,-77342877272981.3,-47433022876371.3,1708688787458.85,-6133767739043.71,-855156211293.415,-554664722428.8,41828574900066.2
0,-124443613503154,381561919582.931,0,0,-102038974544440,-22404638924002.5,0,-5144047045126.18,-546625988007.507,-357909602752.874,0,1139103751273.24,40931769015488.8,40778196982089.1,-77808711071678.6,-48329976482783.5,1695074052152.49,-6128788723330.33,-871327127695.344,-565153375544.235,41495287188378.5
0,-116995126879866,0,-28810755098828,-28717734860175.9,-106408166562896,-9742187309430.46,-844773007845.193,-5507159742617.35,-237688845662.131,-155629483773.711,-29668301449493.8,906797770977.665,28274210262959.4,28168128164254.8,-87726346261333.1,-30439677486084.1,1170896868483.19,-6523364218070.63,-548788116243.52,-355950648721.098,28663468574692.5
0,0,5398832792045.52,376637146603041,375421111922061,40068331656107.5,-51111877520036.5,11043545860143.3,-2895404869829.86,-1247022129787.29,-816501968237.491,387847675765852,5651872460171.46,293005557837000,291906229359599,49879200843384.2,-62013201651083,12134000806068,-3704353419069.6,-1118018025375.68,-725160093010.032,297039440580029
125892541179427,0,0,0,0,0,0,0,-3409921340744.8,0,0,0,761814578014.637,33955666143667.4,33828267772674.6,27505644855737.6,-28911823237807.9,1406178378998.06,-4156016092277.02,-521242875157.284,-338084470244.552,34423142517285.9
125892541179427,0,0,0,0,0,0,0,-3437914945949.18,0,0,0,770198148981.404,33796183105947.9,33669383099766.2,27359647821763.5,-28759221659483.4,1399573837705.33,-4189998383778.73,-518491665565.627,-336300002228.576,34261463835651.9
113984786094824,0,0,0,0,0,0,0,-3650310847500.6,0,0,0,871377211130.011,34845273674244.6,34714537581866.4,23156610229277.4,-24599629198497,1443018971956.85,-4426209857256.34,-443499579596.515,-287659222918.966,35324997503168
115621927396533,0,0,0,0,0,0,0,-3643011455560.89,0,0,0,863998295341.965,34546285350688,34416671033594.6,23610223142075.8,-25040860354327.7,1430637211742.28,-4419964787556.35,-451454408119.185,-292818821477.932,35021892930994.5
125892541179427,0,0,0,0,0,0,0,-3603788260042.41,0,0,0,821482976076.83,32817857820683.4,32694728396271.1,26467259817018.5,-27826319060770.9,1359059248528.17,-4391101944992.28,-501672635207.752,-325390974514.621,33269669695183.3
0,-89114967859951.9,381652208750.694,0,0,-73127643919387.5,-15987323913307.5,0,-3710508432326.42,-390057021640.072,-255394285545.022,0,1241444461940.57,35807823879439.8,35673476392337.4,-52372289703316,-38225558431921.9,1482880280600.52,-4497006318714.61,-689157505488.598,-446995942314.987,36300799383967.1
0,-90110112078260.4,381126665032.861,0,0,-73772343486154.1,-16337768564849.4,0,-3706423884253.24,-398607132831.074,-260992568402.347,0,1234668076899.13,35512481822880.2,35379242430435.7,-52652235672585.3,-38928525922711.6,1470649520254.29,-4493997236929.41,-701831102480.134,-455216191510.347,36001391277819.3
0,-113687981457796,0,-19714751390829.7,-19651099089272.6,-100327291688774,-12782624746491.2,-578065023782.974,-3872930448505.52,-311869113579.481,-204199860605.302,-20301557013647.8,873497385468.473,20437902467482.1,20361221436500,-74929849282196.9,-39604510399819.9,846378228602.966,-4691564090065.39,-714018230540.958,-463120911037.74,20719276318040
0,0,5390722515340.29,272900736313502,272019631614646,29024225624630.5,-37026069906629.8,8001844278854.22,-2089409805958.95,-903358099781.343,-591484023319.298,281023572019652,5615774191680.51,223933083071963,223092907830613,37729395917714.8,-47002954515935.3,9273558599210.59,-2772872752379.18,-847402633564.553,-549635657584.818,227016027320151
125892541179427,0,0,0,0,0,0,0,-3409921340744.8,0,0,0,761814578014.637,33955666143667.4,33828267772674.6,27505644855737.6,-28911823237807.9,1406178378998.06,-4156016092277.02,-521242875157.284,-338084470244.552,34423142517285.9
125892541179427,0,0,0,0,0,0,0,-3437914945949.18,0,0,0,770198148981.404,33796183105947.9,33669383099766.2,27359647821763.5,-28759221659483.4,1399573837705.33,-4189998383778.73,-518491665565.627,-336300002228.576,34261463835651.9
113984786094824,0,0,0,0,0,0,0,-3650310847500.6,0,0,0,871377211130.011,34845273674244.6,34714537581866.4,23156610229277.4,-24599629198497,1443018971956.85,-4426209857256.34,-443499579596.515,-287659222918.966,35324997503168
115621927396533,0,0,0,0,0,0,0,-3643011455560.89,0,0,0,863998295341.965,34546285350688,34416671033594.6,23610223142075.8,-25040860354327.7,1430637211742.28,-4419964787556.35,-451454408119.185,-292818821477.932,35021892930994.5
125892541179427,0,0,0,0,0,0,0,-3603788260042.41,0,0,0,821482976076.83,32817857820683.4,32694728396271.1,26467259817018.5,-27826319060770.9,1359059248528.17,-4391101944992.28,-501672635207.752,-325390974514.621,33269669695183.3
0,-89114967859951.9,381652208750.694,0,0,-73127643919387.5,-15987323913307.5,0,-3710508432326.42,-390057021640.072,-255394285545.022,0,1241444461940.57,35807823879439.8,35673476392337.4,-52372289703316,-38225558431921.9,1482880280600.52,-4497006318714.61,-689157505488.598,-446995942314.987,36300799383967.1
0,-90110112078260.4,381126665032.861,0,0,-73772343486154.1,-16337768564849.4,0,-3706423884253.24,-398607132831.074,-260992568402.347,0,1234668076899.13,35512481822880.2,35379242430435.7,-52652235672585.3,-38928525922711.6,1470649520254.29,-4493997236929.41,-701831102480.134,-455216191510.347,36001391277819.3
0,-113687981457796,0,-19714751390829.7,-19651099089272.6,-100327291688774,-12782624746491.2,-578065023782.974,-3872930448505.52,-311869113579.481,-204199860605.302,-20301557013647.8,873497385468.473,20437902467482.1,20361221436500,-74929849282196.9,-39604510399819.9,846378228602.966,-4691564090065.39,-714018230540.958,-463120911037.74,20719276318040
0,0,5390722515340.29,272900736313502,272019631614646,29024225624630.5,-37026069906629.8,8001844278854.22,-2089409805958.95,-903358099781.343,-591484023319.298,281023572019652,5615774191680.51,223933083071963,223092907830613,37729395917714.8,-47002954515935.3,9273558599210.59,-2772872752379.18,-847402633564.553,-549635657584.818,227016027320151
125892541179427,0,0,0,0,0,0,0,-3291798824794.09,0,0,0,749063434216.238,33578923268082.6,33452938399789,28330821738772.6,-29721398369869.7,1390576632771.61,-4025933274258.82,-535838470396.079,-347551350879.155,34041212925973.9
125892541179427,0,0,0,0,0,0,0,-3319294556940.58,0,0,0,757389582453.411,33424877131216,33299470229100,28183858763649.8,-29568056011139.1,1384197245421.72,-4059478338820.98,-533073905491.21,-345758220448.132,33885045996560.3
111649646773689,0,0,0,0,0,0,0,-3575532052060.62,0,0,0,881756226991.709,34667665072233.2,34537595350129.2,23038579493898.9,-24474243305149.4,1435663811410.66,-4345027878404.82,-441239033693.044,-286193005345.383,35144943718127.9
113253248922565,0,0,0,0,0,0,0,-3568379556197.28,0,0,0,874274605112.308,34369618282798.8,34240666803533.7,23489482265311,-24912803303928.7,1423321042185.04,-4338940111480.37,-449145704701.308,-291321368354.683,34842793642006.7
125892541179427,0,0,0,0,0,0,0,-3521825777077.82,0,0,0,821092270699.854,32242444460008.1,32121473930938.8,27060630031883.2,-28395860154518.5,1335230123130.33,-4306342162135.06,-511940726379.251,-332050983375.964,32686334470949.5
0,-87289321885184.7,381652208750.694,0,0,-71629520854659.2,-15659801003967.5,0,-3634486545908.38,-382066152682.649,-250162172914.805,0,1251570758077.34,35621955088596.8,35488304963080,-50973012379040.1,-37791492555841.4,1475183047556.49,-4414535966942.9,-681331857712.174,-441920131960.083,36112371689943.6
0,-88264079177771.8,381126664872.697,0,0,-72261012853053.5,-16003066300024.1,0,-3630491738217.91,-390441102713.029,-255645767003.63,0,1244707902482.05,35327633188994.2,35195087330523.2,-51241840042092,-38485233664582.9,1462994534159.38,-4411625560746.35,-693839114934.793,-450032491156.14,35813997785503.8
0,-113461588953811,0,-19229196105291.8,-19167111497236.1,-99902981044012.5,-12994780068173.3,-563827840532.791,-3791485572598.32,-317045256467.196,-207588999218.042,-19801549272091,874756736736.55,20141990325013.2,20066419528005.1,-73948356506677,-40347356307709.9,834123859775.454,-4608402085307.42,-727410783949.663,-471807484108.788,20419290277397.9
0,0,5390722520174.31,267309979560129,266446925534593,28429623398551.5,-36267538604190.1,7837915205056.16,-2046606077659.45,-884851534062.473,-579366638251.276,275266407512487,5615774224615.91,220169236677830,219343183023731,37095243749822.4,-46212933235628.1,9117689490406.68,-2726267167486.93,-833159569051.68,-540397432660.246,223200363086469
125892541179427,0,0,0,0,0,0,0,-3291798824794.09,0,0,0,749063434216.238,33578923268082.6,33452938399789,28330821738772.6,-29721398369869.7,1390576632771.61,-4025933274258.82,-535838470396.079,-347551350879.155,34041212925973.9
125892541179427,0,0,0,0,0,0,0,-3319294556940.58,0,0,0,757389582453.411,33424877131216,33299470229100,28183858763649.8,-29568056011139.1,1384197245421.72,-4059478338820.98,-533073905491.21,-345758220448.132,33885045996560.3
111649646773689,0,0,0,0,0,0,0,-3575532052060.62,0,0,0,881756226991.709,34667665072233.2,34537595350129.2,23038579493898.9,-24474243305149.4,1435663811410.66,-4345027878404.82,-441239033693.044,-286193005345.383,35144943718127.9
113253248922565,0,0,0,0,0,0,0,-3568379556197.28,0,0,0,874274605112.308,34369618282798.8,34240666803533.7,23489482265311,-24912803303928.7,1423321042185.04,-4338940111480.37,-449145704701.308,-291321368354.683,34842793642006.7
125892541179427,0,0,0,0,0,0,0,-3521825777077.82,0,0,0,821092270699.854,32242444460008.1,32121473930938.8,27060630031883.2,-28395860154518.5,1335230123130.33,-4306342162135.06,-511940726379.251,-332050983375.964,32686334470949.5
0,-87289321885184.7,381652208750.694,0,0,-71629520854659.2,-15659801003967.5,0,-3634486545908.38,-382066152682.649,-250162172914.805,0,1251570758077.34,35621955088596.8,35488304963080,-50973012379040.1,-37791492555841.4,1475183047556.49,-4414535966942.9,-681331857712.174,-441920131960.083,36112371689943.6
0,-88264079177771.8,381126664872.697,0,0,-72261012853053.5,-16003066300024.1,0,-3630491738217.91,-390441102713.029,-255645767003.63,0,1244707902482.05,35327633188994.2,35195087330523.2,-51241840042092,-38485233664582.9,1462994534159.38,-4411625560746.35,-693839114934.793,-450032491156.14,35813997785503.8
0,-113461588953811,0,-19229196105291.8,-19167111497236.1,-99902981044012.5,-12994780068173.3,-563827840532.791,-3791485572598.32,-317045256467.196,-207588999218.042,-19801549272091,874756736736.55,20141990325013.2,20066419528005.1,-73948356506677,-40347356307709.9,834123859775.454,-4608402085307.42,-727410783949.663,-471807484108.788,20419290277397.9
0,0,5390722520174.31,267309979560129,266446925534593,28429623398551.5,-36267538604190.1,7837915205056.16,-2046606077659.45,-884851534062.473,-579366638251.276,275266407512487,5615774224615.91,220169236677830,219343183023731,37095243749822.4,-46212933235628.1,9117689490406.68,-2726267167486.93,-833159569051.68,-540397432660.246,223200363086469
125892541179427,0,0,0,0,0,0,0,-5453087292682.63,0,0,0,756621951263.468,30029590797047.6,29916922680753.8,13647180478938.8,-14890771491663.5,1243591014559.28,-6246871710361.73,-268461400093.896,-174127330186.793,30443015883766.3
125892541179427,0,0,0,0,0,0,0,-5486798746347.65,0,0,0,763367368908.682,29826656701669,29714749974316.2,13544723658730.5,-14779910727248,1235187069944.39,-6283762940163.15,-266462723525.384,-172830964248.699,30237287942271.5
151418228071753,0,0,0,0,0,0,0,-4849103400070.69,0,0,0,606266018546.434,29396360735641.1,29286068436864.5,19535506421711,-20752873997228.9,1217367573130.03,-5580699975944.71,-374147545834.091,-242676650090.264,29801067981338.7
153593018612661,0,0,0,0,0,0,0,-4839406100771.97,0,0,0,601510525337.743,29162473759086.3,29053058981753.2,19930724996080.9,-21138406795716.2,1207681802052.31,-5571344074419.44,-381098204840.552,-247184932078.426,29563961022659.7
125892541179427,0,0,0,0,0,0,0,-4993572235755.63,0,0,0,671140527153.113,32564848003287.8,32442667847429.9,14937243213726,-16285824771233.3,1348581558788.66,-5739484736381.32,-293612411025.378,-190440581865.257,33013176626067.8
0,-118380978634735,381652208677.893,0,0,-97143299949046.4,-21237678651908.8,0,-4929062442809.18,-518154615898.762,-339267646999.665,0,982788472672.408,30314047158114.7,30200311789159.4,-79852350208444.7,-39783999402162.1,1255370974415.67,-5669497433855.99,-717254185705.987,-465219790927.301,30731388427912.5
0,-119702935548361,381126664836.297,0,0,-97999723614699.8,-21703211902211.1,0,-4923638049284.66,-529512646429.429,-346704447089.799,0,978220788335.996,30080173257642.9,29967315360509.6,-80393810392587.4,-40554810899036.9,1245685744835.59,-5664475160067.88,-731150922611.101,-474233383546.403,30494294725631.2
0,-116569901607721,0,-27573499388571.7,-27484473832362.4,-105630272272362,-10131134455396.5,-808494880996.521,-5249719037768.74,-247178336589.244,-161842836236.484,-28394219071038.1,698273488393.385,15777239358702.3,15718044684971.3,-91328908353239.4,-25894363231328.3,653369978754.194,-6013415616342.41,-466841963927.963,-302799377378.792,15994448663467.1
0,0,5390722455395.52,362523340949464,361352875001155,38555994374515.6,-49185703038220.4,10629708665947.1,-2775594095457.2,-1200027530464.17,-785731718113.655,373313775515935,5615773851682.9,271525669193982,270506931179088,45748039264119.6,-56992510915852.2,11244471651645.3,-3362198124357.01,-1027501448384.17,-666449939950.311,275263832794955
125892541179427,0,0,0,0,0,0,0,-5453087292682.63,0,0,0,756621951263.468,30029590797047.6,29916922680753.8,13647180478938.8,-14890771491663.5,1243591014559.28,-6246871710361.73,-268461400093.896,-174127330186.793,30443015883766.3
125892541179427,0,0,0,0,0,0,0,-5486798746347.65,0,0,0,763367368908.682,29826656701669,29714749974316.2,13544723658730.5,-14779910727248,1235187069944.39,-6283762940163.15,-266462723525.384,-172830964248.699,30237287942271.5
151418228071753,0,0,0,0,0,0,0,-4849103400070.69,0,0,0,606266018546.434,29396360735641.1,29286068436864.5,19535506421711,-20752873997228.9,1217367573130.03,-5580699975944.71,-374147545834.091,-242676650090.264,29801067981338.7
153593018612661,0,0,0,0,0,0,0,-4839406100771.97,0,0,0,601510525337.743,29162473759086.3,29053058981753.2,19930724996080.9,-21138406795716.2,1207681802052.31,-5571344074419.44,-381098204840.552,-247184932078.426,29563961022659.7
125892541179427,0,0,0,0,0,0,0,-4993572235755.63,0,0,0,671140527153.113,32564848003287.8,32442667847429.9,14937243213726,-16285824771233.3,1348581558788.66,-5739484736381.32,-293612411025.378,-190440581865.257,33013176626067.8
0,-118380978634735,381652208677.893,0,0,-97143299949046.4,-21237678651908.8,0,-4929062442809.18,-518154615898.762,-339267646999.665,0,982788472672.408,30314047158114.7,30200311789159.4,-79852350208444.7,-39783999402162.1,1255370974415.67,-5669497433855.99,-717254185705.987,-465219790927.301,30731388427912.5
0,-119702935548361,381126664836.297,0,0,-97999723614699.8,-21703211902211.1,0,-4923638049284.66,-529512646429.429,-346704447089.799,0,978220788335.996,30080173257642.9,29967315360509.6,-80393810392587.4,-40554810899036.9,1245685744835.59,-5664475160067.88,-731150922611.101,-474233383546.403,30494294725631.2
0,-116569901607721,0,-27573499388571.7,-27484473832362.4,-105630272272362,-10131134455396.5,-808494880996.521,-5249719037768.74,-247178336589.244,-161842836236.484,-28394219071038.1,698273488393.385,15777239358702.3,15718044684971.3,-91328908353239.4,-25894363231328.3,653369978754.194,-6013415616342.41,-466841963927.963,-302799377378.792,15994448663467.1
0,0,5390722455395.52,362523340949464,361352875001155,38555994374515.6,-49185703038220.4,10629708665947.1,-2775594095457.2,-1200027530464.17,-785731718113.655,373313775515935,5615773851682.9,271525669193982,270506931179088,45748039264119.6,-56992510915852.2,11244471651645.3,-3362198124357.01,-1027501448384.17,-666449939950.311,275263832794955
125892541177564,0,0,0,0,0,0,0,-5735357308961.44,0,0,0,931423989280.851,38206344035902.3,38062997533671.2,16237134788797.6,-17819343030321.8,1582208244640.08,-6691913632306.8,-321259766916.386,-208372993251.67,38732340583670
125892541177564,0,0,0,0,0,0,0,-5769495253294.39,0,0,0,939932603931.586,37956406518400.2,37813997756924.8,16118523553516,-17690381340907,1571857785527.34,-6729743948002.87,-318934754023.792,-206864961601.296,38478962111775.8
156295794974286,0,0,0,0,0,0,0,-5005307998659.91,0,0,0,712205043312.182,36932863122786.8,36794294597389.6,24543928801546.4,-26073399416433.3,1529470615556.66,-5877146502520.71,-470069755375.566,-304892962181.58,37441327332102.8
158540641059219,0,0,0,0,0,0,0,-4995290265728.93,0,0,0,706401224713.425,36627743448153.1,36490319701919.9,25032769439140.3,-26549604384496.5,1516834942662.5,-5867910716162.79,-478655116620.809,-310461531936.253,37132006996142.1
125892541179427,0,0,0,0,0,0,0,-5182571733731.15,0,0,0,806280908974.414,41840189586313.6,41683209246912.2,17977843841719.3,-19710537577939.1,1732693734268.76,-6072241205070.44,-355355564871.869,-230487942611.605,42416214218750.7
0,-122194331568414,381652208663.333,0,0,-100272533146739,-21921798389992,0,-5087842156936.33,-534845696219.915,-350196322290.446,0,1086147989770.58,38020923104572,37878272283551.2,-78414213520937,-45354647609509,1574529558435.9,-5970854616095.51,-817685786446.707,-530360949008.794,38544366914806.5
0,-123558872071387,381126664901.818,0,0,-101156544384721,-22402327653818.2,0,-5082244960626.98,-546569597879.967,-357872680673.636,0,1080697704971.51,37717701380907.8,37576188218247.9,-78906964510500.3,-46213880040579.4,1561972483857.21,-5966073407355.11,-833176638723.404,-540408504259.257,38236970659849.6
0,-116866776035421,0,-28605390590856.9,-28513033404593.8,-106163508046878,-9864516568837.48,-838751423462.888,-5436224576490.2,-240673421876.717,-157583669097.29,-29456824307772,835696783592.15,24363854032665.1,24272443211515.8,-88843711121059.7,-29032025379905.7,1008960467000.08,-6345543818689.12,-523409964714.268,-339490070891.356,24699277465985.1
0,0,5390722449585.96,374201140979695,372992971341453,39797981141090.8,-50770099796100,10972118652155.3,-2864996839579.42,-1238683473373.47,-811042137804.554,385339162923189,5615773747125.37,290394558919802,289305026657359,48927166720532.7,-60953040353112.7,12025873631968.4,-3595848841928.58,-1098904684840.63,-712762947805.277,294392495370127
125892541177564,0,0,0,0,0,0,0,-5735357308961.44,0,0,0,931423989280.851,38206344035902.3,38062997533671.2,16237134788797.6,-17819343030321.8,1582208244640.08,-6691913632306.8,-321259766916.386,-208372993251.67,38732340583670
125892541177564,0,0,0,0,0,0,0,-5769495253294.39,0,0,0,939932603931.586,37956406518400.2,37813997756924.8,16118523553516,-17690381340907,1571857785527.34,-6729743948002.87,-318934754023.792,-206864961601.296,38478962111775.8
156295794974286,0,0,0,0,0,0,0,-5005307998659.91,0,0,0,712205043312.182,36932863122786.8,36794294597389.6,24543928801546.4,-26073399416433.3,1529470615556.66,-5877146502520.71,-470069755375.566,-304892962181.58,37441327332102.8
158540641059219,0,0,0,0,0,0,0,-4995290265728.93,0,0,0,706401224713.425,36627743448153.1,36490319701919.9,25032769439140.3,-26549604384496.5,1516834942662.5,-5867910716162.79,-478655116620.809,-310461531936.253,37132006996142.1
