dTAlk_dKW,dTCO2_dKW,dHin_dKW,dpCO2in_dKW,dfCO2in_dKW,dHCO3in_dKW,dCO3in_dKW,dCO2in_dKW,dRFin_dKW,dOmegaCAin_dKW,dOmegaARin_dKW,dxCO2in_dKW,dHout_dKW,dpCO2out_dKW,dfCO2out_dKW,dHCO3out_dKW,dCO3out_dKW,dCO2out_dKW,dRFout_dKW,dOmegaCAout_dKW,dOmegaARout_dKW,dxCO2out_dKW
125892541179427,0,0,0,0,0,0,0,-3530459001675.69,0,0,0,807143032716.573,35927266864166.7,35792471238226.8,28131563161222.1,-29619389836664.6,1487826675733.71,-4335139909316.49,-533999388139.833,-346358499753.447,36421886771457.3
125892541179427,0,0,0,0,0,0,0,-3558702395557.97,0,0,0,815853323871.585,35750984950976.1,35616850717783.7,27973747618205.9,-29454274071582.2,1480526456273.81,-4369548005608.53,-531022563902.813,-344427695337.279,36243177939680.8
115553331408860,0,0,0,0,0,0,0,-3741136597074,0,0,0,905018058585.635,36689102443211.1,36551448483927,24183994202728.4,-25703370154906.6,1519375952818.88,-4572656992680.25,-463398605153.165,-300565972984.762,37194210736355.5
117215265603233,0,0,0,0,0,0,0,-3733562488156.53,0,0,0,897376588280.299,36375480372267.6,36239003092720.8,24662277533919.8,-26168665712123.3,1506388177140.64,-4566179148641.3,-471787283786.499,-306006972002.219,36876270949973.6
125892541179427,0,0,0,0,0,0,0,-3698797156311.88,0,0,0,860290599151.823,34849090630380.1,34718340216954.9,27169160718630.5,-28612337755885.9,1443177040458.68,-4540085498180.54,-515843538278.047,-334582394653.281,35328867008248.7
0,-90545829249601.8,382450135691.973,0,0,-74507241574941.8,-16038587645539.3,0,-3800820938623.16,-391307748695.694,-256213213355.832,0,1275295848465.07,37698178843936.4,37556738927982.2,-52867083514892.8,-39239909745598.2,1561164012913.1,-4643007695764.78,-707444951101.074,-458857402020.14,38217179350886.4
0,-91559695060376,381928676386.364,0,0,-75168283201566.7,-16391411831552.4,0,-3796505733045.96,-399915915523.496,-261849508804.41,0,1268292914145.2,37388004440732.6,37247728268677.4,-53144362510227.2,-39963651560492.1,1548319012687.52,-4639803511247.79,-720493082361.418,-467320578700.55,37902734696964.9
0,-113999305189967,0,-20072633929180.9,-20007826145356.5,-100928951882616,-12481794647706.9,-588558657402.579,-3967596347188.37,-304529492945.087,-199394160246.699,-20670091854470.7,913001791160.498,22336387699352.4,22252583735569.4,-74883968332854.8,-40040335510290.6,924998653090.603,-4840519777776.87,-721875595044.987,-468217293242.878,22643898483314.9
0,0,5404577138435.69,276970287571754,276076043659203,29411775768330.4,-37532945174188,8121169407459.19,-2134878016867.49,-915724788430.787,-599581253819.245,285214252655209,5641938447782.82,228055337710556,227199696169345,38435806463074.5,-47880076641045.2,9444270177097.07,-2864591941955.8,-863216013943.836,-559892408483.334,231195034096859
125892541179427,0,0,0,0,0,0,0,-3530459001675.69,0,0,0,807143032716.573,35927266864166.7,35792471238226.8,28131563161222.1,-29619389836664.6,1487826675733.71,-4335139909316.49,-533999388139.833,-346358499753.447,36421886771457.3
125892541179427,0,0,0,0,0,0,0,-3558702395557.97,0,0,0,815853323871.585,35750984950976.1,35616850717783.7,27973747618205.9,-29454274071582.2,1480526456273.81,-4369548005608.53,-531022563902.813,-344427695337.279,36243177939680.8
115553331408860,0,0,0,0,0,0,0,-3741136597074,0,0,0,905018058585.635,36689102443211.1,36551448483927,24183994202728.4,-25703370154906.6,1519375952818.88,-4572656992680.25,-463398605153.165,-300565972984.762,37194210736355.5
117215265603233,0,0,0,0,0,0,0,-3733562488156.53,0,0,0,897376588280.299,36375480372267.6,36239003092720.8,24662277533919.8,-26168665712123.3,1506388177140.64,-4566179148641.3,-471787283786.499,-306006972002.219,36876270949973.6
125892541179427,0,0,0,0,0,0,0,-3698797156311.88,0,0,0,860290599151.823,34849090630380.1,34718340216954.9,27169160718630.5,-28612337755885.9,1443177040458.68,-4540085498180.54,-515843538278.047,-334582394653.281,35328867008248.7
0,-90545829249601.8,382450135691.973,0,0,-74507241574941.8,-16038587645539.3,0,-3800820938623.16,-391307748695.694,-256213213355.832,0,1275295848465.07,37698178843936.4,37556738927982.2,-52867083514892.8,-39239909745598.2,1561164012913.1,-4643007695764.78,-707444951101.074,-458857402020.14,38217179350886.4
0,-91559695060376,381928676386.364,0,0,-75168283201566.7,-16391411831552.4,0,-3796505733045.96,-399915915523.496,-261849508804.41,0,1268292914145.2,37388004440732.6,37247728268677.4,-53144362510227.2,-39963651560492.1,1548319012687.52,-4639803511247.79,-720493082361.418,-467320578700.55,37902734696964.9
0,-113999305189967,0,-20072633929180.9,-20007826145356.5,-100928951882616,-12481794647706.9,-588558657402.579,-3967596347188.37,-304529492945.087,-199394160246.699,-20670091854470.7,913001791160.498,22336387699352.4,22252583735569.4,-74883968332854.8,-40040335510290.6,924998653090.603,-4840519777776.87,-721875595044.987,-468217293242.878,22643898483314.9
0,0,5404577138435.69,276970287571754,276076043659203,29411775768330.4,-37532945174188,8121169407459.19,-2134878016867.49,-915724788430.787,-599581253819.245,285214252655209,5641938447782.82,228055337710556,227199696169345,38435806463074.5,-47880076641045.2,9444270177097.07,-2864591941955.8,-863216013943.836,-559892408483.334,231195034096859
125892541179427,0,0,0,0,0,0,0,-3403026862488.74,0,0,0,792688227917.194,35491280393634.1,35358120546565.3,29014837574308,-30484609091624.2,1469771522703.49,-4193663911973,-549598175115.959,-356476062763.062,35979897963208.5
125892541179427,0,0,0,0,0,0,0,-3430764686664.7,0,0,0,801337905896.525,35321352858771.2,35188830563295,28855892610334.2,-30318627059862.2,1462734451930.4,-4227669908607.27,-546605733222.409,-354535128540.975,35807630992014.3
113071220517131,0,0,0,0,0,0,0,-3660777498347.17,0,0,0,915608124692.008,36460403756293.9,36323607852610.9,24033245142804.8,-25543150180933.6,1509905040152.74,-4484458703439.94,-460510045714.166,-298692418187.119,36962363495496.1
114697456000777,0,0,0,0,0,0,0,-3653358771235.49,0,0,0,907861422046.527,36148106894611.5,36012482698031.5,24508120181739.4,-26005092324021.1,1496972144261.91,-4478156188471.01,-468838266617.603,-304094203592.255,36645767163016.2
125892541179427,0,0,0,0,0,0,0,-3610110751716.52,0,0,0,859221118953.433,34180288197870.2,34052047066582.2,27793215860852,-29208696332716.5,1415480469389.29,-4447246064844.59,-526595114078.928,-341555997517.849,34650857000708.5
0,-88600884974081,382450135473.568,0,0,-72906809687903.3,-15694075261017.4,0,-3719177115176.28,-382902372344.47,-250709697279.45,0,1285618339829.48,37459481491196.8,37318937144238.6,-51393790939625,-38758373071019.7,1551279033622.62,-4553462785130.84,-698763466069.304,-453226485208.988,37975195790410.9
0,-89592972727348.5,381928676371.804,0,0,-73553651990640.3,-16039320710616.1,0,-3714953235554.99,-391325633944.531,-256224923926.414,0,1278526776376.44,37150718046017.4,37011332149997.2,-51659501363634.5,-39471963824283.1,1538492464267.38,-4550369890549.22,-711628586775.76,-461570959024.01,37662181519587.4
0,-113765453304905,0,-19556343047833.1,-19493202193073.5,-100491524904100,-12700508137663.4,-573420262049.274,-3879440064957.96,-309865641335.274,-202888064290.742,-20138433678189.1,913660229994.009,21961668822455.7,21879270767883.2,-73861950355779.7,-40812983675804.1,909480725076.989,-4749333701367.7,-735805444712.179,-477252363213.753,22264020755614.4
0,0,5404577141347.75,271020905215403,270145869858909,28780004392919.2,-36726729300760.6,7946724912326,-2089018462680.58,-896054819640.405,-586702117315.159,279087788126311,5641938480266.85,224012492167947,223172018991136,37754436627184.4,-47031283727494.8,9276847103513.7,-2813816645842.44,-847913372702.239,-549966929205.154,227096529662313
125892541179427,0,0,0,0,0,0,0,-3403026862488.74,0,0,0,792688227917.194,35491280393634.1,35358120546565.3,29014837574308,-30484609091624.2,1469771522703.49,-4193663911973,-549598175115.959,-356476062763.062,35979897963208.5
125892541179427,0,0,0,0,0,0,0,-3430764686664.7,0,0,0,801337905896.525,35321352858771.2,35188830563295,28855892610334.2,-30318627059862.2,1462734451930.4,-4227669908607.27,-546605733222.409,-354535128540.975,35807630992014.3
113071220517131,0,0,0,0,0,0,0,-3660777498347.17,0,0,0,915608124692.008,36460403756293.9,36323607852610.9,24033245142804.8,-25543150180933.6,1509905040152.74,-4484458703439.94,-460510045714.166,-298692418187.119,36962363495496.1
114697456000777,0,0,0,0,0,0,0,-3653358771235.49,0,0,0,907861422046.527,36148106894611.5,36012482698031.5,24508120181739.4,-26005092324021.1,1496972144261.91,-4478156188471.01,-468838266617.603,-304094203592.255,36645767163016.2
125892541179427,0,0,0,0,0,0,0,-3610110751716.52,0,0,0,859221118953.433,34180288197870.2,34052047066582.2,27793215860852,-29208696332716.5,1415480469389.29,-4447246064844.59,-526595114078.928,-341555997517.849,34650857000708.5
0,-88600884974081,382450135473.568,0,0,-72906809687903.3,-15694075261017.4,0,-3719177115176.28,-382902372344.47,-250709697279.45,0,1285618339829.48,37459481491196.8,37318937144238.6,-51393790939625,-38758373071019.7,1551279033622.62,-4553462785130.84,-698763466069.304,-453226485208.988,37975195790410.9
0,-89592972727348.5,381928676371.804,0,0,-73553651990640.3,-16039320710616.1,0,-3714953235554.99,-391325633944.531,-256224923926.414,0,1278526776376.44,37150718046017.4,37011332149997.2,-51659501363634.5,-39471963824283.1,1538492464267.38,-4550369890549.22,-711628586775.76,-461570959024.01,37662181519587.4
0,-113765453304905,0,-19556343047833.1,-19493202193073.5,-100491524904100,-12700508137663.4,-573420262049.274,-3879440064957.96,-309865641335.274,-202888064290.742,-20138433678189.1,913660229994.009,21961668822455.7,21879270767883.2,-73861950355779.7,-40812983675804.1,909480725076.989,-4749333701367.7,-735805444712.179,-477252363213.753,22264020755614.4
0,0,5404577141347.75,271020905215403,270145869858909,28780004392919.2,-36726729300760.6,7946724912326,-2089018462680.58,-896054819640.405,-586702117315.159,279087788126311,5641938480266.85,224012492167947,223172018991136,37754436627184.4,-47031283727494.8,9276847103513.7,-2813816645842.44,-847913372702.239,-549966929205.154,227096529662313
125892541179427,0,0,0,0,0,0,0,-5207208803994.83,0,0,0,743068262585.701,29407462464547,29297128513056.4,14225102223671.9,-15442929545034.1,1217827319993.56,-5995108091520.24,-278416097488.163,-180584068025.172,29812322550782.7
125892541179427,0,0,0,0,0,0,0,-5239995886537.4,0,0,0,749612739029.167,29205622663921.6,29096045995832.7,14115630532331.6,-15325099224174.9,1209468692542.17,-6031160906577.83,-276291768804.346,-179206202596.861,29607703969410.8
146251417819541,0,0,0,0,0,0,0,-4735017846680.21,0,0,0,622400507620.906,28980294422493.6,28871563164441.8,19102655166952,-20302792522596.1,1200137357376.76,-5474741606507.38,-366033157477.952,-237413559081.715,29379273576674.7
148354864166799,0,0,0,0,0,0,0,-4725418805060.35,0,0,0,617567372402.818,28752218376487.9,28644342837632.9,19493768386606.4,-20684460616476.1,1190692229636.73,-5465450839444.59,-372914140838.468,-241876648600.802,29148057548900.8
125892541179427,0,0,0,0,0,0,0,-4848395008139.05,0,0,0,675377480636.984,31465986266733.2,31347928933759.9,15349612496839.8,-16652687789332.3,1303075291604.32,-5597460667416.95,-300226477969.784,-194730546150.705,31899186577824.3
0,-114600381855363,382450135742.934,0,0,-94300956837540.7,-20299424987769.5,0,-4810549772283.15,-495263203191.656,-324279233338.271,0,999819067297.299,29893080277612.8,29780924335432.6,-77449577197214.4,-38388742471958.5,1237937815455.55,-5558455119452.37,-692099503208.72,-448904157827.73,30304625989045.8
0,-115883592915541,381928676379.084,0,0,-95137611862407.9,-20745981021450.4,0,-4805084977851.97,-506158229617.322,-331412876202.306,0,995181386930.058,29664381534318.1,29553083647739,-77975657119600.7,-39136402695002.8,1228466900459.75,-5553350473551.49,-705578852517.583,-457647027778.505,30072778691110.1
0,-116379642392650,0,-26508486894085.8,-26422899904379.1,-105312209255272,-10290165963242.5,-777267174353.754,-5107413085100.38,-251058370340.73,-164383332607.134,-27297506691780.4,704582269177.141,15443268905137,15385327255582.2,-90661487297811.5,-26357694625243.1,639539532035.534,-5874906257984.39,-475195231233.511,-308217408180.577,15655880353088.8
0,0,5404577114542.24,350550664168690,349418853966758,37225355936988.9,-47504008401326.7,10278652466871.2,-2702035475933.81,-1158997724292.27,-758866984364.603,360984734409978,5641938213027.07,261934820991510,260952066909914,44145759488856.1,-54993053143401.8,10847293657195.6,-3290156723970.83,-991453804155.733,-643068999349.575,265540944922793
125892541179427,0,0,0,0,0,0,0,-5207208803994.83,0,0,0,743068262585.701,29407462464547,29297128513056.4,14225102223671.9,-15442929545034.1,1217827319993.56,-5995108091520.24,-278416097488.163,-180584068025.172,29812322550782.7
125892541179427,0,0,0,0,0,0,0,-5239995886537.4,0,0,0,749612739029.167,29205622663921.6,29096045995832.7,14115630532331.6,-15325099224174.9,1209468692542.17,-6031160906577.83,-276291768804.346,-179206202596.861,29607703969410.8
146251417819541,0,0,0,0,0,0,0,-4735017846680.21,0,0,0,622400507620.906,28980294422493.6,28871563164441.8,19102655166952,-20302792522596.1,1200137357376.76,-5474741606507.38,-366033157477.952,-237413559081.715,29379273576674.7
148354864166799,0,0,0,0,0,0,0,-4725418805060.35,0,0,0,617567372402.818,28752218376487.9,28644342837632.9,19493768386606.4,-20684460616476.1,1190692229636.73,-5465450839444.59,-372914140838.468,-241876648600.802,29148057548900.8
125892541179427,0,0,0,0,0,0,0,-4848395008139.05,0,0,0,675377480636.984,31465986266733.2,31347928933759.9,15349612496839.8,-16652687789332.3,1303075291604.32,-5597460667416.95,-300226477969.784,-194730546150.705,31899186577824.3
0,-114600381855363,382450135742.934,0,0,-94300956837540.7,-20299424987769.5,0,-4810549772283.15,-495263203191.656,-324279233338.271,0,999819067297.299,29893080277612.8,29780924335432.6,-77449577197214.4,-38388742471958.5,1237937815455.55,-5558455119452.37,-692099503208.72,-448904157827.73,30304625989045.8
0,-115883592915541,381928676379.084,0,0,-95137611862407.9,-20745981021450.4,0,-4805084977851.97,-506158229617.322,-331412876202.306,0,995181386930.058,29664381534318.1,29553083647739,-77975657119600.7,-39136402695002.8,1228466900459.75,-5553350473551.49,-705578852517.583,-457647027778.505,30072778691110.1
0,-116379642392650,0,-26508486894085.8,-26422899904379.1,-105312209255272,-10290165963242.5,-777267174353.754,-5107413085100.38,-251058370340.73,-164383332607.134,-27297506691780.4,704582269177.141,15443268905137,15385327255582.2,-90661487297811.5,-26357694625243.1,639539532035.534,-5874906257984.39,-475195231233.511,-308217408180.577,15655880353088.8
0,0,5404577114542.24,350550664168690,349418853966758,37225355936988.9,-47504008401326.7,10278652466871.2,-2702035475933.81,-1158997724292.27,-758866984364.603,360984734409978,5641938213027.07,261934820991510,260952066909914,44145759488856.1,-54993053143401.8,10847293657195.6,-3290156723970.83,-991453804155.733,-643068999349.575,265540944922793
125892541177564,0,0,0,0,0,0,0,-5903359227305.64,0,0,0,986797470651.169,40449792730682.3,40298029025283.6,16540548511359.5,-18215662871849.3,1675114360358.78,-6936370030221.59,-328404902386.924,-213007415045.172,41006675412406.4
125892541177564,0,0,0,0,0,0,0,-5937112646032.33,0,0,0,995539658724.803,40174175465569.5,40023445849822.6,16413466031825.3,-18077166479003.4,1663700446784.93,-6973609014693.24,-325907991089.893,-211387887999.004,40727263653860.1
158285823645798,0,0,0,0,0,0,0,-5124637129149.32,0,0,0,746203597637.395,39192326950655.4,39045281135335.3,25834020047501.5,-27457059999381,1623039952956.93,-6065449847153.61,-495015370686.683,-321072991756.385,39731897777901.2
160562353626194,0,0,0,0,0,0,0,-5114256155749.67,0,0,0,740140247058.032,38869762916272.6,38723927330188.1,26353380664033,-27963062533155.9,1609681871015.8,-6055882290614.23,-504137943605.979,-326990003536.746,39404892921775.4
125892541183155,0,0,0,0,0,0,0,-5319036991346.22,0,0,0,850385166481.004,44689769328174.3,44522097641395.4,18517433601551.1,-20368134665076.1,1850701061937.97,-6281895320501.31,-367211192014.902,-238177646612.667,45305024856156.3
0,-124030358836267,382450135684.693,0,0,-102060580651536,-21969778149319.7,0,-5206390034738.43,-536016301260.867,-350962789300.525,0,1120494089672.81,40343607794079.2,40192242484867.2,-79097309562861.4,-46603766286883.9,1670717009969.68,-6158445958497.09,-840205784768.227,-544967693900.739,40899028600752.4
0,-125419159862535,381928676357.244,0,0,-102966080450016,-22453079376642.5,0,-5200477033676.96,-547807832997.322,-358683429242.099,0,1114820289976.8,40022605759537.5,39872444818398.9,-79588143861298.3,-47488439618604.6,1657423613844.45,-6153390410909.97,-856155303665.091,-555312745899.749,40573607248519.3
0,-117116885128959,0,-29050829068246.2,-28957033710870.8,-106637604433478,-9627468371576.71,-851812323831.407,-5572247596747.43,-234889945264.708,-153796871798.97,-29915521171550,880374455631.354,27093444527106.3,26991792546342.6,-88814215061694.2,-29424668845129.7,1121998777602.62,-6555235456003.58,-530488819859.314,-344081502461.456,27466446934035
0,0,5404577106606.88,379395983662696,378171041624503,40288471767944.7,-51412910720006.9,11124438952761.1,-2924374483612.38,-1254366705656.45,-821310913090.021,390688629055767,5641938033367.5,295463663389984,294355112338113,49796616484273.4,-62032412815996.9,12235796331636.1,-3711309763670.14,-1118364377896.11,-725384741464.698,299531387503200
125892541177564,0,0,0,0,0,0,0,-5903359227305.64,0,0,0,986797470651.169,40449792730682.3,40298029025283.6,16540548511359.5,-18215662871849.3,1675114360358.78,-6936370030221.59,-328404902386.924,-213007415045.172,41006675412406.4
125892541177564,0,0,0,0,0,0,0,-5937112646032.33,0,0,0,995539658724.803,40174175465569.5,40023445849822.6,16413466031825.3,-18077166479003.4,1663700446784.93,-6973609014693.24,-325907991089.893,-211387887999.004,40727263653860.1
158285823645798,0,0,0,0,0,0,0,-5124637129149.32,0,0,0,746203597637.395,39192326950655.4,39045281135335.3,25834020047501.5,-27457059999381,1623039952956.93,-6065449847153.61,-495015370686.683,-321072991756.385,39731897777901.2
160562353626194,0,0,0,0,0,0,0,-5114256155749.67,0,0,0,740140247058.032,38869762916272.6,38723927330188.1,26353380664033,-27963062533155.9,1609681871015.8,-6055882290614.23,-504137943605.979,-326990003536.746,39404892921775.4
125892541183155,0,0,0,0,0,0,0,-5319036991346.22,0,0,0,850385166481.004,44689769328174.3,44522097641395.4,18517433601551.1,-20368134665076.1,1850701061937.97,-6281895320501.31,-367211192014.902,-238177646612.667,45305024856156.3
0,-124030358836267,382450135684.693,0,0,-102060580651536,-21969778149319.7,0,-5206390034738.43,-536016301260.867,-350962789300.525,0,1120494089672.81,40343607794079.2,40192242484867.2,-79097309562861.4,-46603766286883.9,1670717009969.68,-6158445958497.09,-840205784768.227,-544967693900.739,40899028600752.4
0,-125419159862535,381928676357.244,0,0,-102966080450016,-22453079376642.5,0,-5200477033676.96,-547807832997.322,-358683429242.099,0,1114820289976.8,40022605759537.5,39872444818398.9,-79588143861298.3,-47488439618604.6,1657423613844.45,-6153390410909.97,-856155303665.091,-555312745899.749,40573607248519.3
0,-117116885128959,0,-29050829068246.2,-28957033710870.8,-106637604433478,-9627468371576.71,-851812323831.407,-5572247596747.43,-234889945264.708,-153796871798.97,-29915521171550,880374455631.354,27093444527106.3,26991792546342.6,-88814215061694.2,-29424668845129.7,1121998777602.62,-6555235456003.58,-530488819859.314,-344081502461.456,27466446934035
0,0,5404577106606.88,379395983662696,378171041624503,40288471767944.7,-51412910720006.9,11124438952761.1,-2924374483612.38,-1254366705656.45,-821310913090.021,390688629055767,5641938033367.5,295463663389984,294355112338113,49796616484273.4,-62032412815996.9,12235796331636.1,-3711309763670.14,-1118364377896.11,-725384741464.698,299531387503200
125892541179427,0,0,0,0,0,0,0,-3514357135591.14,0,0,0,808889112813.111,36036156234517.8,35900952066306.9,28296320224995.5,-29788656245757.7,1492336022640.52,-4320608639213.08,-537051043126.828,-348337840306.474,36532275249298.6
125892541179427,0,0,0,0,0,0,0,-3542518093426.36,0,0,0,817617576775.645,35859314697402.6,35724774021418.2,28137328021345.1,-29622340652620.5,1485012627926.55,-4354957969034.37,-534052587537.361,-346393005532.374,36352999089450.5
115759934025667,0,0,0,0,0,0,0,-3719487771274.58,0,0,0,904832893259.94,36783699217777.6,36645690340533.4,24403689625704.2,-25926983041802.2,1523293412108.45,-4551807982235.03,-467430057035.872,-303180821723.027,37290109849093.8
117423793072390,0,0,0,0,0,0,0,-3712068917735.79,0,0,0,897202379377.987,36469534732021.7,36332704569695.4,24885438694552.4,-26395721866751.8,1510283173815.56,-4545559216882.88,-475880813349.179,-308662085078.795,36971620179978.8
125892541179427,0,0,0,0,0,0,0,-3678874272364.56,0,0,0,861049356471.093,34976888407462.2,34845658509315.5,27346720360985.8,-28795189789611.6,1448469425844.71,-4521050756426.88,-519140124549.768,-336720600615.296,35458424210286.3
0,-90583157156079.8,382136980798.335,0,0,-74446009736049.3,-16137147396035.1,0,-3780165618050.83,-393712398974.228,-257787685562.359,0,1275248657230.54,37802481293775.6,37660650045128.3,-52629754734090.2,-39518885829857.3,1565483405421.61,-4623184534961.58,-712474530007.436,-462119648092.689,38322917759370.8
0,-91596057139392.3,381614432775.268,0,0,-75104534623099.7,-16491522486240.1,0,-3775996912553.45,-402358404583.318,-263448756387.588,0,1268255408729.31,37491714087329.9,37351048806929.9,-52902220247352.6,-40246450751857.2,1552613855915.39,-4620191278026.01,-725591586952.612,-470627530804.325,38007872140750.5
0,-113943254378966,0,-20101189791409.4,-20036289809889.3,-100815175664675,-12538682757143.2,-589395956579.748,-3947606482619.64,-305917442969.58,-200302936364.809,-20699497676306.5,914207933282.925,22453664497636,22369420522925.4,-74606272043459.5,-40266837678743.4,929855341737.479,-4821656825178.06,-725959136943.055,-470865928200.867,22762789861368.9
0,0,5396449177472.04,277221142296259,276326088459107,29315674759882.5,-37444199589871.4,8128524830775.16,-2127063610201.11,-913559583147.961,-598163560952.683,285472574020906,5635205388324.94,228420024956408,227563015143784,38349027572174.4,-47808400246418.7,9459372673341.55,-2857482705521.28,-861923781014.795,-559054250486.775,231564742086139
125892541179427,0,0,0,0,0,0,0,-3514357135591.14,0,0,0,808889112813.111,36036156234517.8,35900952066306.9,28296320224995.5,-29788656245757.7,1492336022640.52,-4320608639213.08,-537051043126.828,-348337840306.474,36532275249298.6
125892541179427,0,0,0,0,0,0,0,-3542518093426.36,0,0,0,817617576775.645,35859314697402.6,35724774021418.2,28137328021345.1,-29622340652620.5,1485012627926.55,-4354957969034.37,-534052587537.361,-346393005532.374,36352999089450.5
115759934025667,0,0,0,0,0,0,0,-3719487771274.58,0,0,0,904832893259.94,36783699217777.6,36645690340533.4,24403689625704.2,-25926983041802.2,1523293412108.45,-4551807982235.03,-467430057035.872,-303180821723.027,37290109849093.8
117423793072390,0,0,0,0,0,0,0,-3712068917735.79,0,0,0,897202379377.987,36469534732021.7,36332704569695.4,24885438694552.4,-26395721866751.8,1510283173815.56,-4545559216882.88,-475880813349.179,-308662085078.795,36971620179978.8
125892541179427,0,0,0,0,0,0,0,-3678874272364.56,0,0,0,861049356471.093,34976888407462.2,34845658509315.5,27346720360985.8,-28795189789611.6,1448469425844.71,-4521050756426.88,-519140124549.768,-336720600615.296,35458424210286.3
0,-90583157156079.8,382136980798.335,0,0,-74446009736049.3,-16137147396035.1,0,-3780165618050.83,-393712398974.228,-257787685562.359,0,1275248657230.54,37802481293775.6,37660650045128.3,-52629754734090.2,-39518885829857.3,1565483405421.61,-4623184534961.58,-712474530007.436,-462119648092.689,38322917759370.8
0,-91596057139392.3,381614432775.268,0,0,-75104534623099.7,-16491522486240.1,0,-3775996912553.45,-402358404583.318,-263448756387.588,0,1268255408729.31,37491714087329.9,37351048806929.9,-52902220247352.6,-40246450751857.2,1552613855915.39,-4620191278026.01,-725591586952.612,-470627530804.325,38007872140750.5
0,-113943254378966,0,-20101189791409.4,-20036289809889.3,-100815175664675,-12538682757143.2,-589395956579.748,-3947606482619.64,-305917442969.58,-200302936364.809,-20699497676306.5,914207933282.925,22453664497636,22369420522925.4,-74606272043459.5,-40266837678743.4,929855341737.479,-4821656825178.06,-725959136943.055,-470865928200.867,22762789861368.9
0,0,5396449177472.04,277221142296259,276326088459107,29315674759882.5,-37444199589871.4,8128524830775.16,-2127063610201.11,-913559583147.961,-598163560952.683,285472574020906,5635205388324.94,228420024956408,227563015143784,38349027572174.4,-47808400246418.7,9459372673341.55,-2857482705521.28,-861923781014.795,-559054250486.775,231564742086139
125892541179427,0,0,0,0,0,0,0,-3387550251297.58,0,0,0,794358538997.899,35597134560479.5,35463577559159.6,29183102823794.1,-30657258002136.5,1474155175226.44,-4179782934061.26,-552710812258.527,-358494957078.904,36087209451341.3
125892541179427,0,0,0,0,0,0,0,-3415221128311.71,0,0,0,803025887672.738,35426679902848.6,35293762430759.7,29022984138270.6,-30490080413729.9,1467096275139.03,-4213724169355.35,-549696816007.407,-356540042440.72,35914408100524.5
113273385261996,0,0,0,0,0,0,0,-3639595720762.06,0,0,0,915362625901.313,36552088165051.1,36414948270157.4,24250030143596.9,-25763732037189.7,1513701891976.58,-4464037981102.8,-464486852019.193,-301271823142.684,37055310147313.9
114901504256985,0,0,0,0,0,0,0,-3632336459067.57,0,0,0,907627625181.235,36239275418824.2,36103309166971.2,24728318402460.4,-26229066029876.1,1500747632191.49,-4457956965746.69,-472876223595.497,-306713271611.182,36738190827657.6
125892541179427,0,0,0,0,0,0,0,-3590814477469.57,0,0,0,859933222997.652,34303677965373.8,34174973887537.8,27972636500829.2,-29393226811424.4,1420590309459.48,-4428850424234.53,-529921960556.648,-343713830617.665,34775945507226.8
0,-88637411082703.2,382136981089.541,0,0,-72846893118128.4,-15790517937317.8,0,-3698969265866.18,-385255370454.123,-252250349642.877,0,1285517464674.26,37560771664298.3,37419847286469.9,-51160163591658.4,-39032721168425.4,1555473681166.32,-4534059237000.12,-703709608341.016,-456434613263.638,38077880451622.1
0,-89628553753561.3,381614432600.545,0,0,-73491272764542.5,-16137280965023.4,0,-3694884268432.96,-393715657780.931,-257789819301.81,0,1278436234551.04,37251441844572.3,37111678042321.2,-51421151783124.8,-39750065626940.6,1542663656970.09,-4531155636536.23,-716642403518.236,-464822981555.055,37764292008453.2
0,-113708624801385,0,-19583777581836.5,-19520548150586.5,-100376259056844,-12758141062456.6,-574224682288.255,-3860080279678.51,-311271763271.829,-203808738672.647,-20166684795394.3,914825185332.034,22074921142327.6,21992098175977.2,-73581283682780.5,-41041511869273.1,914170751251.336,-4731131778309.65,-739925513231.683,-479924689777.795,22378832249230.9
0,0,5396449180675.3,271266371542566,270390543657421,28685967652295.3,-36639889993227.1,7953922339999.89,-2081375192285.12,-893936123489.279,-585314876836.022,279340560709562,5635205421216.66,224370714449162,223528897257237,37669196107434.2,-46960877978387.9,9291681871419.6,-2806826981097.45,-846644047871.203,-549143629674.6,227459683681345
125892541179427,0,0,0,0,0,0,0,-3387550251297.58,0,0,0,794358538997.899,35597134560479.5,35463577559159.6,29183102823794.1,-30657258002136.5,1474155175226.44,-4179782934061.26,-552710812258.527,-358494957078.904,36087209451341.3
125892541179427,0,0,0,0,0,0,0,-3415221128311.71,0,0,0,803025887672.738,35426679902848.6,35293762430759.7,29022984138270.6,-30490080413729.9,1467096275139.03,-4213724169355.35,-549696816007.407,-356540042440.72,35914408100524.5
113273385261996,0,0,0,0,0,0,0,-3639595720762.06,0,0,0,915362625901.313,36552088165051.1,36414948270157.4,24250030143596.9,-25763732037189.7,1513701891976.58,-4464037981102.8,-464486852019.193,-301271823142.684,37055310147313.9
114901504256985,0,0,0,0,0,0,0,-3632336459067.57,0,0,0,907627625181.235,36239275418824.2,36103309166971.2,24728318402460.4,-26229066029876.1,1500747632191.49,-4457956965746.69,-472876223595.497,-306713271611.182,36738190827657.6
125892541179427,0,0,0,0,0,0,0,-3590814477469.57,0,0,0,859933222997.652,34303677965373.8,34174973887537.8,27972636500829.2,-29393226811424.4,1420590309459.48,-4428850424234.53,-529921960556.648,-343713830617.665,34775945507226.8
